wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubelskie;bi³gorajski;55865;8;26451;0;t0602
lubelskie;che³mski;37130;5;17454;0;t0603
lubelskie;hrubieszowski;46447;46;21229;1;t0604
lubelskie;janowski;32257;71;14994;22;t0605
lubelskie;krasnostawski;42580;48;19512;3;t0606
lubelskie;kraœnicki;68729;24;32409;1;t0607
lubelskie;lubartowski;57216;46;26773;24;t0608
lubelskie;lubelski;87181;62;39640;12;t0609
lubelskie;³êczyñski;41299;78;19669;15;t0610
lubelskie;³ukowski;58464;35;27334;8;t0611
lubelskie;opolski;46738;6;21501;1;t0612
lubelskie;parczewski;29009;7;13335;1;t0613
lubelskie;pu³awski;101332;164;47970;15;t0614
lubelskie;radzyñski;31719;13;14958;0;t0615
lubelskie;rycki;55083;14;26354;0;t0616
lubelskie;œwidnicki;48125;90;22794;14;t0617
lubelskie;tomaszowski;57961;21;26704;0;t0618
lubelskie;w³odawski;35874;36;16684;3;t0619
lubelskie;zamojski;50015;21;24248;1;t0620
lubelskie;Bia³a Podlaska;72685;151;34004;20;t0661
lubelskie;Che³m;65668;45;29781;7;t0662
lubelskie;Lublin;461275;690;208900;74;t0663
lubelskie;Zamoœæ;92685;65;43311;17;t0664
lubuskie;gorzowski;30376;0;14088;0;t0801
lubuskie;kroœnieñski;52353;6;24565;0;t0802
lubuskie;miêdzyrzecki;69055;100;31971;11;t0803
lubuskie;nowosolski;95254;104;42276;17;t0804
lubuskie;s³ubicki;39969;53;18900;4;t0805
lubuskie;strzelecko-drezdenecki;52483;37;23307;0;t0806
lubuskie;sulêciñski;32339;17;14491;3;t0807
lubuskie;œwiebodziñski;56574;29;26104;2;t0808
lubuskie;zielonogórski;91208;21;42205;6;t0809
lubuskie;¿agañski;71128;41;32033;0;t0810
lubuskie;¿arski;102946;77;47990;6;t0811
lubuskie;wschowski;28241;16;13498;1;t0812
lubuskie;Gorzów Wielkopolski;158585;210;71865;35;t0861
lubuskie;Zielona Góra;156081;149;73599;29;t0862
³ódzkie;be³chatowski;76381;41;34782;2;t1001
³ódzkie;kutnowski;91427;54;44190;5;t1002
³ódzkie;³aski;37039;0;17654;0;t1003
³ódzkie;³êczycki;53193;33;24476;1;t1004
³ódzkie;³owicki;92490;44;43990;12;t1005
³ódzkie;³ódzki wschodni;38408;27;17313;24;t1006
³ódzkie;opoczyñski;61700;47;27814;11;t1007
³ódzkie;pabianicki;111604;33;52589;8;t1008
³ódzkie;pajêczañski;30477;1;13886;0;t1009
³ódzkie;piotrkowski;51662;0;23980;0;t1010
³ódzkie;poddêbicki;38275;4;18035;2;t1011
³ódzkie;radomszczañski;91123;3;42987;0;t1012
³ódzkie;rawski;29931;9;13722;5;t1013
³ódzkie;sieradzki;103287;34;47010;13;t1014
³ódzkie;skierniewicki;24617;16;11598;5;t1015
³ódzkie;tomaszowski;108726;149;51311;18;t1016
³ódzkie;wieluñski;89724;11;42595;3;t1017
³ódzkie;wieruszowski;33977;13;15383;8;t1018
³ódzkie;zduñskowolski;51419;28;23823;0;t1019
³ódzkie;zgierski;133770;110;62668;5;t1020
³ódzkie;brzeziñski;35576;0;16948;0;t1021
³ódzkie;£ódŸ;928740;580;435364;103;t1061
³ódzkie;Piotrków Trybunalski;84965;45;39312;5;t1062
³ódzkie;Skierniewice;74822;80;35021;23;t1063
ma³opolskie;bocheñski;80379;21;36043;3;t1201
ma³opolskie;brzeski;68763;54;31857;16;t1202
ma³opolskie;chrzanowski;113704;136;52157;15;t1203
ma³opolskie;d¹browski;43464;33;20324;7;t1204
ma³opolskie;gorlicki;87898;65;41472;11;t1205
ma³opolskie;krakowski;163726;57;76519;12;t1206
ma³opolskie;limanowski;90943;34;41727;17;t1207
ma³opolskie;miechowski;62024;38;29649;8;t1208
ma³opolskie;myœlenicki;106443;59;49860;24;t1209
ma³opolskie;nowos¹decki;133756;48;59816;1;t1210
ma³opolskie;nowotarski;133772;0;60834;0;t1211
ma³opolskie;olkuski;111885;12;51880;0;t1212
ma³opolskie;oœwiêcimski;124297;38;58410;6;t1213
ma³opolskie;proszowicki;44848;28;21322;0;t1214
ma³opolskie;suski;70362;20;33312;1;t1215
ma³opolskie;tarnowski;97447;31;45256;11;t1216
ma³opolskie;tatrzañski;36355;24;17068;1;t1217
ma³opolskie;wadowicki;123007;95;55186;31;t1218
ma³opolskie;wielicki;113400;69;51331;11;t1219
ma³opolskie;Kraków;1211130;1454;570290;207;t1261
ma³opolskie;Nowy S¹cz;65676;43;30959;2;t1262
ma³opolskie;Tarnów;117327;54;53381;12;t1263
mazowieckie;bia³obrzeski;36590;52;17351;6;t1401
mazowieckie;ciechanowski;81931;47;38703;4;t1402
mazowieckie;garwoliñski;84632;37;40501;23;t1403
mazowieckie;gostyniñski;28997;0;13975;0;t1404
mazowieckie;grodziski;97944;82;44772;12;t1405
mazowieckie;grójecki;107909;49;50667;26;t1406
mazowieckie;kozienicki;45103;23;21491;2;t1407
mazowieckie;legionowski;78692;37;34351;2;t1408
mazowieckie;lipski;27019;28;12848;19;t1409
mazowieckie;³osicki;19028;21;9174;9;t1410
mazowieckie;makowski;42553;18;19621;0;t1411
mazowieckie;miñski;132192;83;59355;35;t1412
mazowieckie;m³awski;62397;56;29684;20;t1413
mazowieckie;nowodworski;115567;107;53168;16;t1414
mazowieckie;ostro³êcki;50709;5;23833;4;t1415
mazowieckie;ostrowski;51729;39;25191;24;t1416
mazowieckie;otwocki;94413;72;45289;26;t1417
mazowieckie;piaseczyñski;249897;171;116331;18;t1418
mazowieckie;p³ocki;88035;14;41730;0;t1419
mazowieckie;p³oñski;81560;36;37937;1;t1420
mazowieckie;pruszkowski;138889;74;65281;1;t1421
mazowieckie;przasnyski;51415;6;24565;0;t1422
mazowieckie;przysuski;29489;14;13873;10;t1423
mazowieckie;pu³tuski;47718;20;22671;4;t1424
mazowieckie;radomski;65403;6;30692;3;t1425
mazowieckie;siedlecki;31797;10;15211;4;t1426
mazowieckie;sierpecki;45861;30;21819;25;t1427
mazowieckie;sochaczewski;85145;35;40192;17;t1428
mazowieckie;soko³owski;43344;11;20340;0;t1429
mazowieckie;szyd³owiecki;21584;11;9544;6;t1430
mazowieckie;warszawski zachodni;117479;109;55511;10;t1432
mazowieckie;wêgrowski;47487;13;22610;9;t1433
mazowieckie;wo³omiñski;217597;153;97635;18;t1434
mazowieckie;wyszkowski;64299;47;30595;29;t1435
mazowieckie;zwoleñski;29043;23;13894;0;t1436
mazowieckie;¿uromiñski;30119;0;14783;0;t1437
mazowieckie;¿yrardowski;58862;99;27507;11;t1438
mazowieckie;Ostro³êka;72453;54;34321;14;t1461
mazowieckie;P³ock;132839;67;61026;11;t1462
mazowieckie;Radom;239252;313;109909;51;t1463
mazowieckie;Siedlce;119941;87;56389;32;t1464
mazowieckie;Warszawa;2634160;2719;1221522;296;t1465
opolskie;brzeski;72341;11;34058;0;t1601
opolskie;g³ubczycki;42260;3;19864;0;t1602
opolskie;kêdzierzyñsko-kozielski;82156;0;38691;0;t1603
opolskie;kluczborski;55762;27;26356;1;t1604
opolskie;krapkowicki;98768;10;45353;1;t1605
opolskie;namys³owski;28818;10;13551;0;t1606
opolskie;nyski;95967;49;45691;0;t1607
opolskie;oleski;49736;27;23632;8;t1608
opolskie;opolski;67400;72;31355;22;t1609
opolskie;prudnicki;40781;18;19016;4;t1610
opolskie;strzelecki;58115;79;26934;13;t1611
opolskie;Opole;192567;206;89627;27;t1661
podkarpackie;bieszczadzki;10447;12;5014;3;t1801
podkarpackie;brzozowski;47235;22;22177;1;t1802
podkarpackie;dêbicki;67547;54;29158;4;t1803
podkarpackie;jaros³awski;59603;70;27170;15;t1804
podkarpackie;jasielski;62040;11;27804;3;t1805
podkarpackie;kolbuszowski;23455;15;10878;2;t1806
podkarpackie;kroœnieñski;50754;17;24487;0;t1807
podkarpackie;le¿ajski;42399;33;19268;9;t1808
podkarpackie;lubaczowski;33884;52;15654;13;t1809
podkarpackie;³añcucki;42245;40;20106;8;t1810
podkarpackie;mielecki;89417;40;42434;10;t1811
podkarpackie;ni¿añski;33740;0;16207;0;t1812
podkarpackie;przemyski;20059;8;9760;0;t1813
podkarpackie;przeworski;30925;24;14814;2;t1814
podkarpackie;ropczycko-sêdziszowski;39812;82;18149;44;t1815
podkarpackie;rzeszowski;56201;6;26245;2;t1816
podkarpackie;sanocki;39645;10;18182;0;t1817
podkarpackie;stalowowolski;75880;79;35572;5;t1818
podkarpackie;strzy¿owski;28370;4;13822;0;t1819
podkarpackie;tarnobrzeski;16645;13;7482;0;t1820
podkarpackie;leski;14635;0;6974;0;t1821
podkarpackie;Krosno;45478;22;21506;3;t1861
podkarpackie;Przemyœl;47868;101;21504;13;t1862
podkarpackie;Rzeszów;576322;492;266245;94;t1863
podkarpackie;Tarnobrzeg;63503;83;29629;8;t1864
podlaskie;augustowski;44292;21;20444;2;t2001
podlaskie;bia³ostocki;64626;24;30734;7;t2002
podlaskie;bielski;37541;32;17786;6;t2003
podlaskie;grajewski;29339;5;14046;1;t2004
podlaskie;hajnowski;30089;5;14073;0;t2005
podlaskie;kolneñski;23113;13;10775;6;t2006
podlaskie;³om¿yñski;16326;0;7828;0;t2007
podlaskie;moniecki;23696;0;11249;0;t2008
podlaskie;sejneñski;12472;0;5898;0;t2009
podlaskie;siemiatycki;32404;17;15623;4;t2010
podlaskie;sokólski;44507;36;21306;10;t2011
podlaskie;suwalski;8815;0;4207;0;t2012
podlaskie;wysokomazowiecki;48251;10;23032;1;t2013
podlaskie;zambrowski;28179;5;13016;0;t2014
podlaskie;Bia³ystok;502207;420;231532;34;t2061
podlaskie;£om¿a;70109;91;33160;6;t2062
podlaskie;Suwa³ki;58986;60;26826;6;t2063
pomorskie;bytowski;69171;60;32065;2;t2201
pomorskie;chojnicki;89224;91;41895;10;t2202
pomorskie;cz³uchowski;42388;71;18931;12;t2203
pomorskie;gdañski;60972;49;29113;0;t2204
pomorskie;kartuski;95734;17;44758;0;t2205
pomorskie;koœcierski;65220;6;30883;5;t2206
pomorskie;kwidzyñski;66154;42;30928;15;t2207
pomorskie;lêborski;59675;87;27564;9;t2208
pomorskie;malborski;42732;68;20222;1;t2209
pomorskie;nowodworski;33569;0;15580;0;t2210
pomorskie;pucki;60531;47;28339;5;t2211
pomorskie;s³upski;47714;87;22471;3;t2212
pomorskie;starogardzki;103125;119;48203;25;t2213
pomorskie;tczewski;85265;28;38607;17;t2214
pomorskie;wejherowski;163787;95;76559;15;t2215
pomorskie;sztumski;43691;38;19950;7;t2216
pomorskie;Gdañsk;841305;875;394256;101;t2261
pomorskie;Gdynia;294661;378;131935;74;t2262
pomorskie;S³upsk;118708;78;55592;10;t2263
pomorskie;Sopot;95385;169;45498;8;t2264
œl¹skie;bêdziñski;114874;79;53725;12;t2401
œl¹skie;bielski;112490;12;49928;1;t2402
œl¹skie;cieszyñski;163812;38;76409;8;t2403
œl¹skie;czêstochowski;91892;43;43459;20;t2404
œl¹skie;gliwicki;137536;27;60142;0;t2405
œl¹skie;k³obucki;59686;27;27545;11;t2406
œl¹skie;lubliniecki;55769;9;25737;0;t2407
œl¹skie;miko³owski;42582;5;20313;0;t2408
œl¹skie;myszkowski;57486;0;27222;0;t2409
œl¹skie;pszczyñski;67581;38;31767;10;t2410
œl¹skie;raciborski;91656;77;42769;19;t2411
œl¹skie;rybnicki;26940;0;13046;0;t2412
œl¹skie;tarnogórski;151447;144;72062;15;t2413
œl¹skie;bieruñsko-lêdziñski;40160;21;18962;9;t2414
œl¹skie;wodzis³awski;128457;52;59570;21;t2415
œl¹skie;zawierciañski;107362;72;49183;12;t2416
œl¹skie;¿ywiecki;109631;25;51913;5;t2417
œl¹skie;Bielsko-Bia³a;226188;139;104789;26;t2461
œl¹skie;Bytom;148781;104;68920;8;t2462
œl¹skie;Chorzów;118538;55;54912;2;t2463
œl¹skie;Czêstochowa;270061;275;125534;78;t2464
œl¹skie;D¹browa Górnicza;94130;37;43604;2;t2465
œl¹skie;Gliwice;286353;217;132669;48;t2466
œl¹skie;Jastrzêbie-Zdrój;60873;26;28442;0;t2467
œl¹skie;Jaworzno;94762;45;43596;10;t2468
œl¹skie;Katowice;600121;650;278960;90;t2469
œl¹skie;Mys³owice;51808;46;24719;1;t2470
œl¹skie;Piekary Œl¹skie;40193;48;18704;15;t2471
œl¹skie;Ruda Œl¹ska;186467;79;89413;19;t2472
œl¹skie;Rybnik;70559;102;32702;47;t2473
œl¹skie;Siemianowice Œl¹skie;90826;119;42854;24;t2474
œl¹skie;Sosnowiec;221804;287;101222;45;t2475
œl¹skie;Œwiêtoch³owice;42453;40;19920;3;t2476
œl¹skie;Tychy;117098;75;55939;13;t2477
œl¹skie;Zabrze;141365;144;63259;37;t2478
œl¹skie;¯ory;64242;2;29947;0;t2479
œwiêtokrzyskie;buski;54089;18;25280;2;t2601
œwiêtokrzyskie;jêdrzejowski;79448;21;37512;3;t2602
œwiêtokrzyskie;kazimierski;26622;16;12175;10;t2603
œwiêtokrzyskie;kielecki;121348;37;55357;5;t2604
œwiêtokrzyskie;konecki;58929;13;27275;0;t2605
œwiêtokrzyskie;opatowski;37331;24;17579;10;t2606
œwiêtokrzyskie;ostrowiecki;92652;81;43295;27;t2607
œwiêtokrzyskie;piñczowski;37597;6;16110;1;t2608
œwiêtokrzyskie;sandomierski;80094;15;37461;1;t2609
œwiêtokrzyskie;skar¿yski;53498;38;25309;20;t2610
œwiêtokrzyskie;starachowicki;65190;42;30462;0;t2611
œwiêtokrzyskie;staszowski;38532;60;17997;28;t2612
œwiêtokrzyskie;w³oszczowski;47206;44;21818;12;t2613
œwiêtokrzyskie;Kielce;291930;153;134650;27;t2661
warmiñsko-mazurskie;bartoszycki;56469;23;26218;20;t2801
warmiñsko-mazurskie;braniewski;31063;11;14985;2;t2802
warmiñsko-mazurskie;dzia³dowski;53760;56;25494;4;t2803
warmiñsko-mazurskie;elbl¹ski;38920;0;18744;0;t2804
warmiñsko-mazurskie;e³cki;86732;50;37285;5;t2805
warmiñsko-mazurskie;gi¿ycki;44997;53;21554;18;t2806
warmiñsko-mazurskie;i³awski;70991;24;32781;0;t2807
warmiñsko-mazurskie;kêtrzyñski;44354;61;21188;16;t2808
warmiñsko-mazurskie;lidzbarski;31282;0;14936;0;t2809
warmiñsko-mazurskie;mr¹gowski;30987;32;14100;2;t2810
warmiñsko-mazurskie;nidzicki;50781;24;19976;0;t2811
warmiñsko-mazurskie;nowomiejski;38811;38;18103;0;t2812
warmiñsko-mazurskie;olecki;25799;58;12356;14;t2813
warmiñsko-mazurskie;olsztyñski;98632;0;46311;0;t2814
warmiñsko-mazurskie;ostródzki;72857;78;34471;23;t2815
warmiñsko-mazurskie;piski;52428;88;24326;10;t2816
warmiñsko-mazurskie;szczycieñski;57234;51;27136;8;t2817
warmiñsko-mazurskie;go³dapski;19678;7;9180;1;t2818
warmiñsko-mazurskie;wêgorzewski;21171;2;10235;2;t2819
warmiñsko-mazurskie;Elbl¹g;130713;183;61891;19;t2861
warmiñsko-mazurskie;Olsztyn;236550;264;108512;33;t2862
wielkopolskie;chodzieski;41817;19;19423;4;t3001
wielkopolskie;czarnkowsko-trzcianecki;90122;0;42120;0;t3002
wielkopolskie;gnieŸnieñski;150418;67;71333;18;t3003
wielkopolskie;gostyñski;80519;28;38373;7;t3004
wielkopolskie;grodziski;38123;0;18550;0;t3005
wielkopolskie;jarociñski;58056;102;27846;42;t3006
wielkopolskie;kaliski;65224;7;30906;0;t3007
wielkopolskie;kêpiñski;47030;2;22015;0;t3008
wielkopolskie;kolski;68722;15;31670;1;t3009
wielkopolskie;koniñski;80118;35;36872;5;t3010
wielkopolskie;koœciañski;67567;23;32050;5;t3011
wielkopolskie;krotoszyñski;64649;28;30998;17;t3012
wielkopolskie;leszczyñski;21011;14;10020;5;t3013
wielkopolskie;miêdzychodzki;35009;0;16725;0;t3014
wielkopolskie;nowotomyski;64100;6;30632;2;t3015
wielkopolskie;obornicki;84409;65;37553;10;t3016
wielkopolskie;ostrowski;136656;98;62195;28;t3017
wielkopolskie;ostrzeszowski;46073;31;21056;12;t3018
wielkopolskie;pilski;102350;106;48913;21;t3019
wielkopolskie;pleszewski;65788;33;31158;20;t3020
wielkopolskie;poznañski;210443;158;99360;27;t3021
wielkopolskie;rawicki;56730;75;26170;5;t3022
wielkopolskie;s³upecki;44580;48;20916;4;t3023
wielkopolskie;szamotulski;72732;16;33951;4;t3024
wielkopolskie;œredzki;67087;30;32150;7;t3025
wielkopolskie;œremski;37382;62;17615;19;t3026
wielkopolskie;turecki;61621;29;29301;7;t3027
wielkopolskie;w¹growiecki;33806;30;16009;7;t3028
wielkopolskie;wolsztyñski;52128;61;24872;12;t3029
wielkopolskie;wrzesiñski;69157;38;32023;12;t3030
wielkopolskie;z³otowski;45280;18;20969;4;t3031
wielkopolskie;Kalisz;113587;83;53541;18;t3061
wielkopolskie;Konin;106470;104;49294;11;t3062
wielkopolskie;Leszno;76757;12;33852;4;t3063
wielkopolskie;Poznañ;1146567;884;538526;104;t3064
zachodniopomorskie;bia³ogardzki;46050;42;21213;5;t3201
zachodniopomorskie;choszczeñski;39299;73;18261;4;t3202
zachodniopomorskie;drawski;60024;33;27408;4;t3203
zachodniopomorskie;goleniowski;66853;49;30587;10;t3204
zachodniopomorskie;gryficki;37900;34;17330;1;t3205
zachodniopomorskie;gryfiñski;59732;14;27915;0;t3206
zachodniopomorskie;kamieñski;50135;57;23170;13;t3207
zachodniopomorskie;ko³obrzeski;93825;93;44020;5;t3208
zachodniopomorskie;koszaliñski;36034;0;16417;0;t3209
zachodniopomorskie;myœliborski;43024;53;19874;2;t3210
zachodniopomorskie;policki;51693;43;24447;8;t3211
zachodniopomorskie;pyrzycki;30091;0;14467;0;t3212
zachodniopomorskie;s³awieñski;54808;85;25101;10;t3213
zachodniopomorskie;stargardzki;94171;28;43456;2;t3214
zachodniopomorskie;szczecinecki;86362;90;39132;17;t3215
zachodniopomorskie;œwidwiñski;42044;51;18697;23;t3216
zachodniopomorskie;wa³ecki;40812;31;19476;1;t3217
zachodniopomorskie;³obeski;47887;45;20333;7;t3218
zachodniopomorskie;Koszalin;126211;168;59050;9;t3261
zachodniopomorskie;Szczecin;592916;729;271321;122;t3262
zachodniopomorskie;Œwinoujœcie;41895;2;19804;0;t3263
Ca³y kraj;;37666261;29960;17503147;4858;t0000
