"","wojewodztwo","powiat_miasto","liczba_szczepien_ogolnie","liczba_szczepien_dziennie","dawka_2_ogolem","dawka_2_dziennie","teryt"
"112","³ódzkie","zgierski",143735,412,64296,38,"t1020"
"113","³ódzkie","brzeziñski",37364,82,17213,14,"t1021"
"114","³ódzkie","£ódŸ",998016,3077,444028,307,"t1061"
"115","³ódzkie","Piotrków Trybunalski",91509,216,40440,37,"t1062"
"116","³ódzkie","Skierniewice",79373,183,35693,12,"t1063"
"117","ma³opolskie","bocheñski",84913,189,36850,18,"t1201"
"118","ma³opolskie","brzeski",72795,163,32583,27,"t1202"
"119","ma³opolskie","chrzanowski",120347,447,53018,44,"t1203"
"120","ma³opolskie","d¹browski",45814,105,20878,25,"t1204"
"121","ma³opolskie","gorlicki",93196,235,42192,16,"t1205"
"122","ma³opolskie","krakowski",174101,529,78345,49,"t1206"
"123","ma³opolskie","limanowski",95759,76,42574,10,"t1207"
"124","ma³opolskie","miechowski",64926,133,30125,14,"t1208"
"125","ma³opolskie","myœlenicki",112002,378,50970,34,"t1209"
"126","ma³opolskie","nowos¹decki",139676,331,60844,17,"t1210"
"127","ma³opolskie","nowotarski",141019,333,62032,35,"t1211"
"128","ma³opolskie","olkuski",116876,352,52684,26,"t1212"
"129","ma³opolskie","oœwiêcimski",131147,437,59675,50,"t1213"
"130","ma³opolskie","proszowicki",46990,182,21840,35,"t1214"
"131","ma³opolskie","suski",74612,165,34185,20,"t1215"
"132","ma³opolskie","tarnowski",102337,301,46161,14,"t1216"
"133","ma³opolskie","tatrzañski",38953,99,17452,6,"t1217"
"134","ma³opolskie","wadowicki",129940,296,56591,25,"t1218"
"135","ma³opolskie","wielicki",120383,287,52727,36,"t1219"
"136","ma³opolskie","Kraków",1288851,3067,580917,260,"t1261"
"137","ma³opolskie","Nowy S¹cz",69798,77,31648,5,"t1262"
"138","ma³opolskie","Tarnów",126687,376,54714,38,"t1263"
"139","mazowieckie","bia³obrzeski",38530,55,17790,18,"t1401"
"140","mazowieckie","ciechanowski",87135,294,39517,16,"t1402"
"141","mazowieckie","garwoliñski",89743,357,41525,43,"t1403"
"142","mazowieckie","gostyniñski",31123,54,14346,2,"t1404"
"143","mazowieckie","grodziski",103929,170,45967,14,"t1405"
"144","mazowieckie","grójecki",114573,525,51742,27,"t1406"
"145","mazowieckie","kozienicki",48556,278,22094,27,"t1407"
"146","mazowieckie","legionowski",86123,263,35590,24,"t1408"
"147","mazowieckie","lipski",28839,118,13134,1,"t1409"
"148","mazowieckie","³osicki",20625,77,9445,7,"t1410"
"149","mazowieckie","makowski",45861,108,20169,7,"t1411"
"150","mazowieckie","miñski",140605,456,61006,23,"t1412"
"151","mazowieckie","m³awski",67189,222,30631,18,"t1413"
"152","mazowieckie","nowodworski",123559,218,54911,14,"t1414"
"153","mazowieckie","ostro³êcki",53837,162,24447,18,"t1415"
"154","mazowieckie","ostrowski",54957,184,26027,19,"t1416"
"155","mazowieckie","otwocki",102623,442,46624,48,"t1417"
"156","mazowieckie","piaseczyñski",268730,764,118943,80,"t1418"
"157","mazowieckie","p³ocki",93056,209,42685,31,"t1419"
"158","mazowieckie","p³oñski",86130,237,38786,35,"t1420"
"159","mazowieckie","pruszkowski",149863,521,67166,39,"t1421"
"160","mazowieckie","przasnyski",54499,105,25091,11,"t1422"
"161","mazowieckie","przysuski",31478,112,14342,15,"t1423"
"162","mazowieckie","pu³tuski",50786,131,23206,20,"t1424"
"163","mazowieckie","radomski",69890,350,31735,29,"t1425"
"164","mazowieckie","siedlecki",33851,166,15633,22,"t1426"
"165","mazowieckie","sierpecki",48538,157,22402,13,"t1427"
"166","mazowieckie","sochaczewski",90120,247,41133,29,"t1428"
"167","mazowieckie","soko³owski",46440,210,20758,23,"t1429"
"168","mazowieckie","szyd³owiecki",23417,148,9790,12,"t1430"
"169","mazowieckie","warszawski zachodni",126426,699,57046,63,"t1432"
"170","mazowieckie","wêgrowski",50645,128,23288,29,"t1433"
"171","mazowieckie","wo³omiñski",233262,748,100902,88,"t1434"
"172","mazowieckie","wyszkowski",68714,392,31433,43,"t1435"
"173","mazowieckie","zwoleñski",30686,81,14225,10,"t1436"
"174","mazowieckie","¿uromiñski",31898,60,15230,2,"t1437"
"175","mazowieckie","¿yrardowski",63606,142,28350,14,"t1438"
"176","mazowieckie","Ostro³êka",77750,144,34997,21,"t1461"
"177","mazowieckie","P³ock",143441,424,62406,28,"t1462"
"178","mazowieckie","Radom",255380,742,112298,62,"t1463"
"179","mazowieckie","Siedlce",126778,384,57502,32,"t1464"
"180","mazowieckie","Warszawa",2832913,8585,1248925,746,"t1465"
"181","opolskie","brzeski",77002,309,34773,51,"t1601"
"182","opolskie","g³ubczycki",45048,71,20154,2,"t1602"
"183","opolskie","kêdzierzyñsko-kozielski",87071,223,39342,9,"t1603"
"184","opolskie","kluczborski",59160,125,26930,4,"t1604"
"185","opolskie","krapkowicki",103642,306,46147,33,"t1605"
"186","opolskie","namys³owski",30774,135,13932,16,"t1606"
"187","opolskie","nyski",101577,189,46488,14,"t1607"
"188","opolskie","oleski",52324,131,24126,9,"t1608"
"189","opolskie","opolski",72037,298,31978,6,"t1609"
"190","opolskie","prudnicki",43368,65,19376,0,"t1610"
"191","opolskie","strzelecki",62274,212,27564,27,"t1611"
"192","opolskie","Opole",205503,336,91208,25,"t1661"
"193","podkarpackie","bieszczadzki",11458,33,5184,4,"t1801"
"194","podkarpackie","brzozowski",49940,101,22563,12,"t1802"
"195","podkarpackie","dêbicki",71147,198,29765,8,"t1803"
"196","podkarpackie","jaros³awski",65617,395,28209,49,"t1804"
"197","podkarpackie","jasielski",66924,225,28408,26,"t1805"
"198","podkarpackie","kolbuszowski",24614,46,11068,1,"t1806"
"199","podkarpackie","kroœnieñski",53624,129,24907,5,"t1807"
"200","podkarpackie","le¿ajski",45397,140,19770,10,"t1808"
"201","podkarpackie","lubaczowski",36934,99,16335,16,"t1809"
"202","podkarpackie","³añcucki",45952,199,20836,6,"t1810"
"203","podkarpackie","mielecki",93559,160,43184,15,"t1811"
"204","podkarpackie","ni¿añski",36036,152,16671,11,"t1812"
"205","podkarpackie","przemyski",21288,56,10079,5,"t1813"
"206","podkarpackie","przeworski",33263,167,15226,16,"t1814"
"207","podkarpackie","ropczycko-sêdziszowski",42717,100,18667,12,"t1815"
"208","podkarpackie","rzeszowski",60348,374,26806,50,"t1816"
"209","podkarpackie","sanocki",42870,98,18641,6,"t1817"
"210","podkarpackie","stalowowolski",81574,165,36462,24,"t1818"
"211","podkarpackie","strzy¿owski",30178,172,14135,22,"t1819"
"212","podkarpackie","tarnobrzeski",18179,139,7738,4,"t1820"
"213","podkarpackie","leski",15341,18,7063,0,"t1821"
"214","podkarpackie","Krosno",48895,191,21958,11,"t1861"
"215","podkarpackie","Przemyœl",53438,169,22359,25,"t1862"
"216","podkarpackie","Rzeszów",609124,1442,270639,117,"t1863"
"217","podkarpackie","Tarnobrzeg",68053,300,30304,38,"t1864"
"218","podlaskie","augustowski",47412,120,20970,17,"t2001"
"219","podlaskie","bia³ostocki",70357,365,31585,41,"t2002"
"220","podlaskie","bielski",41207,138,18280,15,"t2003"
"221","podlaskie","grajewski",31321,111,14436,13,"t2004"
"222","podlaskie","hajnowski",32873,152,14427,13,"t2005"
"223","podlaskie","kolneñski",24786,74,11168,16,"t2006"
"224","podlaskie","³om¿yñski",17317,62,8028,15,"t2007"
"225","podlaskie","moniecki",25573,94,11482,10,"t2008"
"226","podlaskie","sejneñski",13303,16,6011,1,"t2009"
"227","podlaskie","siemiatycki",34379,103,15952,18,"t2010"
"228","podlaskie","sokólski",47726,213,21985,29,"t2011"
"229","podlaskie","suwalski",9454,47,4337,4,"t2012"
"230","podlaskie","wysokomazowiecki",52063,189,23791,21,"t2013"
"231","podlaskie","zambrowski",31066,228,13532,56,"t2014"
"232","podlaskie","Bia³ystok",539108,1119,236175,139,"t2061"
"233","podlaskie","£om¿a",75706,289,34042,35,"t2062"
"234","podlaskie","Suwa³ki",65091,192,27728,30,"t2063"
"235","pomorskie","bytowski",74407,226,32978,29,"t2201"
"236","pomorskie","chojnicki",95038,319,42827,26,"t2202"
"237","pomorskie","cz³uchowski",45050,39,19369,5,"t2203"
"238","pomorskie","gdañski",66079,204,29983,39,"t2204"
"239","pomorskie","kartuski",102011,201,46075,15,"t2205"
"240","pomorskie","koœcierski",69541,223,31617,22,"t2206"
"241","pomorskie","kwidzyñski",70780,160,31900,16,"t2207"
"242","pomorskie","lêborski",64363,247,28371,16,"t2208"
"243","pomorskie","malborski",46182,112,20886,2,"t2209"
"244","pomorskie","nowodworski",35771,33,15977,1,"t2210"
"245","pomorskie","pucki",64468,94,29135,13,"t2211"
"246","pomorskie","s³upski",51436,201,23159,24,"t2212"
"247","pomorskie","starogardzki",110696,435,49757,70,"t2213"
"248","pomorskie","tczewski",92710,377,40290,99,"t2214"
"249","pomorskie","wejherowski",175669,581,78764,58,"t2215"
"250","pomorskie","sztumski",46359,214,20447,19,"t2216"
"251","pomorskie","Gdañsk",890621,1957,399842,156,"t2261"
"252","pomorskie","Gdynia",319098,1115,135201,78,"t2262"
"253","pomorskie","S³upsk",126847,240,57047,37,"t2263"
"254","pomorskie","Sopot",102841,248,45985,15,"t2264"
"255","œl¹skie","bêdziñski",123600,472,54980,20,"t2401"
"256","œl¹skie","bielski",118326,278,51129,20,"t2402"
"257","œl¹skie","cieszyñski",173251,387,77793,53,"t2403"
"258","œl¹skie","czêstochowski",97296,247,44474,14,"t2404"
"259","œl¹skie","gliwicki",146594,491,61497,23,"t2405"
"260","œl¹skie","k³obucki",62802,146,28108,9,"t2406"
"261","œl¹skie","lubliniecki",59414,229,26369,9,"t2407"
"262","œl¹skie","miko³owski",44677,137,20504,12,"t2408"
"263","œl¹skie","myszkowski",60809,79,27829,7,"t2409"
"264","œl¹skie","pszczyñski",71590,260,32505,21,"t2410"
"265","œl¹skie","raciborski",97242,385,43507,17,"t2411"
"266","œl¹skie","rybnicki",28620,121,13398,24,"t2412"
"267","œl¹skie","tarnogórski",159927,340,73254,20,"t2413"
"268","œl¹skie","bieruñsko-lêdziñski",42313,131,19379,16,"t2414"
"269","œl¹skie","wodzis³awski",135628,258,60785,22,"t2415"
"270","œl¹skie","zawierciañski",114125,334,50285,28,"t2416"
"271","œl¹skie","¿ywiecki",115229,341,53069,34,"t2417"
"272","œl¹skie","Bielsko-Bia³a",240478,510,107245,31,"t2461"
"273","œl¹skie","Bytom",157721,333,70292,28,"t2462"
"274","œl¹skie","Chorzów",127385,185,56077,14,"t2463"
"275","œl¹skie","Czêstochowa",289109,903,128123,44,"t2464"
"276","œl¹skie","D¹browa Górnicza",101055,281,44646,18,"t2465"
"277","œl¹skie","Gliwice",297957,486,134196,14,"t2466"
"278","œl¹skie","Jastrzêbie-Zdrój",66122,276,29164,5,"t2467"
"279","œl¹skie","Jaworzno",99539,232,44387,66,"t2468"
"280","œl¹skie","Katowice",629102,1288,281938,105,"t2469"
"281","œl¹skie","Mys³owice",55825,179,25272,16,"t2470"
"282","œl¹skie","Piekary Œl¹skie",43304,170,19294,17,"t2471"
"283","œl¹skie","Ruda Œl¹ska",194202,459,90625,27,"t2472"
"284","œl¹skie","Rybnik",77931,328,33986,4,"t2473"
"285","œl¹skie","Siemianowice Œl¹skie",95734,263,43604,10,"t2474"
"286","œl¹skie","Sosnowiec",237315,927,103787,75,"t2475"
"287","œl¹skie","Œwiêtoch³owice",44983,25,20308,2,"t2476"
"288","œl¹skie","Tychy",123934,161,57085,15,"t2477"
"289","œl¹skie","Zabrze",151690,398,64622,38,"t2478"
"290","œl¹skie","¯ory",67627,197,30518,21,"t2479"
"291","œwiêtokrzyskie","buski",58187,109,25955,16,"t2601"
"292","œwiêtokrzyskie","jêdrzejowski",83521,317,38352,39,"t2602"
"293","œwiêtokrzyskie","kazimierski",28151,15,12570,1,"t2603"
"294","œwiêtokrzyskie","kielecki",128931,302,56972,28,"t2604"
"295","œwiêtokrzyskie","konecki",63666,211,28343,30,"t2605"
"296","œwiêtokrzyskie","opatowski",39793,102,18007,14,"t2606"
"297","œwiêtokrzyskie","ostrowiecki",99595,304,44307,13,"t2607"
"298","œwiêtokrzyskie","piñczowski",39845,211,16471,29,"t2608"
"299","œwiêtokrzyskie","sandomierski",84275,282,38136,25,"t2609"
"300","œwiêtokrzyskie","skar¿yski",57750,191,26012,18,"t2610"
"301","œwiêtokrzyskie","starachowicki",69310,334,31168,22,"t2611"
"302","œwiêtokrzyskie","staszowski",40701,106,18361,0,"t2612"
"303","œwiêtokrzyskie","w³oszczowski",50225,236,22361,29,"t2613"
"304","œwiêtokrzyskie","Kielce",310418,844,137151,68,"t2661"
"305","warmiñsko-mazurskie","bartoszycki",60227,202,26909,25,"t2801"
"306","warmiñsko-mazurskie","braniewski",33383,198,15417,7,"t2802"
"307","warmiñsko-mazurskie","dzia³dowski",57436,259,26171,29,"t2803"
"308","warmiñsko-mazurskie","elbl¹ski",41492,136,19393,27,"t2804"
"309","warmiñsko-mazurskie","e³cki",91909,188,38077,19,"t2805"
"310","warmiñsko-mazurskie","gi¿ycki",48495,125,22223,10,"t2806"
"311","warmiñsko-mazurskie","i³awski",75519,186,33636,5,"t2807"
"312","warmiñsko-mazurskie","kêtrzyñski",48204,233,21990,10,"t2808"
"313","warmiñsko-mazurskie","lidzbarski",33348,102,15333,13,"t2809"
"314","warmiñsko-mazurskie","mr¹gowski",33449,167,14622,11,"t2810"
"315","warmiñsko-mazurskie","nidzicki",54306,154,20551,21,"t2811"
"316","warmiñsko-mazurskie","nowomiejski",41282,111,18647,14,"t2812"
"317","warmiñsko-mazurskie","olecki",27767,88,12724,5,"t2813"
"318","warmiñsko-mazurskie","olsztyñski",104953,116,47397,23,"t2814"
"319","warmiñsko-mazurskie","ostródzki",77488,218,35356,25,"t2815"
"320","warmiñsko-mazurskie","piski",56368,182,24941,21,"t2816"
"321","warmiñsko-mazurskie","szczycieñski",61084,191,27841,11,"t2817"
"322","warmiñsko-mazurskie","go³dapski",21205,94,9402,18,"t2818"
"323","warmiñsko-mazurskie","wêgorzewski",22587,69,10441,4,"t2819"
"324","warmiñsko-mazurskie","Elbl¹g",141082,575,63376,67,"t2861"
"325","warmiñsko-mazurskie","Olsztyn",255299,514,110890,36,"t2862"
"326","wielkopolskie","chodzieski",44128,175,19924,15,"t3001"
"327","wielkopolskie","czarnkowsko-trzcianecki",94941,169,43089,10,"t3002"
"328","wielkopolskie","gnieŸnieñski",158972,658,72933,51,"t3003"
"329","wielkopolskie","gostyñski",84396,219,38991,7,"t3004"
"330","wielkopolskie","grodziski",40091,210,19023,31,"t3005"
"331","wielkopolskie","jarociñski",61666,363,28663,49,"t3006"
"332","wielkopolskie","kaliski",68140,251,31617,22,"t3007"
"333","wielkopolskie","kêpiñski",49039,121,22394,9,"t3008"
"334","wielkopolskie","kolski",73180,169,32507,9,"t3009"
"335","wielkopolskie","koniñski",84793,245,37741,25,"t3010"
"336","wielkopolskie","koœciañski",71363,136,32817,5,"t3011"
"337","wielkopolskie","krotoszyñski",68408,184,31668,41,"t3012"
"338","wielkopolskie","leszczyñski",22412,78,10307,20,"t3013"
"339","wielkopolskie","miêdzychodzki",36806,98,17015,0,"t3014"
"340","wielkopolskie","nowotomyski",68842,241,31522,36,"t3015"
"341","wielkopolskie","obornicki",89923,329,38509,20,"t3016"
"342","wielkopolskie","ostrowski",144932,533,63280,24,"t3017"
"343","wielkopolskie","ostrzeszowski",49514,131,21555,17,"t3018"
"344","wielkopolskie","pilski",110471,471,50566,49,"t3019"
"345","wielkopolskie","pleszewski",69513,114,31900,21,"t3020"
"346","wielkopolskie","poznañski",229537,741,102895,66,"t3021"
"347","wielkopolskie","rawicki",59942,173,26746,18,"t3022"
"348","wielkopolskie","s³upecki",47910,239,21389,25,"t3023"
"349","wielkopolskie","szamotulski",77616,202,34787,16,"t3024"
"350","wielkopolskie","œredzki",70450,136,32690,12,"t3025"
"351","wielkopolskie","œremski",40093,118,17990,4,"t3026"
"352","wielkopolskie","turecki",65729,313,30148,35,"t3027"
"353","wielkopolskie","w¹growiecki",35842,94,16547,5,"t3028"
"354","wielkopolskie","wolsztyñski",55700,200,25543,12,"t3029"
"355","wielkopolskie","wrzesiñski",73374,242,32905,43,"t3030"
"356","wielkopolskie","z³otowski",48264,159,21514,12,"t3031"
"357","wielkopolskie","Kalisz",120839,517,54638,51,"t3061"
"358","wielkopolskie","Konin",112957,448,50437,28,"t3062"
"359","wielkopolskie","Leszno",81313,105,34651,1,"t3063"
"360","wielkopolskie","Poznañ",1219182,2812,548311,205,"t3064"
"361","zachodniopomorskie","bia³ogardzki",48338,373,21516,16,"t3201"
"362","zachodniopomorskie","choszczeñski",42718,147,18659,10,"t3202"
"363","zachodniopomorskie","drawski",63429,249,27954,23,"t3203"
"364","zachodniopomorskie","goleniowski",71548,188,31547,16,"t3204"
"365","zachodniopomorskie","gryficki",40665,207,17946,24,"t3205"
"366","zachodniopomorskie","gryfiñski",64372,208,28701,14,"t3206"
"367","zachodniopomorskie","kamieñski",53862,236,23877,24,"t3207"
"368","zachodniopomorskie","ko³obrzeski",100992,223,45027,20,"t3208"
"369","zachodniopomorskie","koszaliñski",38317,176,16775,2,"t3209"
"370","zachodniopomorskie","myœliborski",46258,281,20465,21,"t3210"
"371","zachodniopomorskie","policki",55550,222,25231,60,"t3211"
"372","zachodniopomorskie","pyrzycki",32055,87,14782,5,"t3212"
"373","zachodniopomorskie","s³awieñski",58297,33,25742,1,"t3213"
"374","zachodniopomorskie","stargardzki",101791,335,44769,18,"t3214"
"375","zachodniopomorskie","szczecinecki",91487,244,39954,6,"t3215"
"376","zachodniopomorskie","œwidwiñski",46294,106,19239,5,"t3216"
"377","zachodniopomorskie","wa³ecki",43105,99,20039,2,"t3217"
"378","zachodniopomorskie","³obeski",50162,32,20780,8,"t3218"
"379","zachodniopomorskie","Koszalin",136430,504,60359,43,"t3261"
"380","zachodniopomorskie","Szczecin",634504,1896,276509,157,"t3262"
"381","zachodniopomorskie","Œwinoujœcie",44719,144,20209,11,"t3263"
"382","Ca³y kraj","",40203203,119278,17897529,11003,"t0000"
