"Date","liczba_przypadkow","stan_rekordu_na","zgony","wojewodztwo"
2020-07-18,86,2020-07-17,1,"śląskie"
2020-07-18,10,2020-07-17,0,"świętokrzyskie"
2020-07-18,4,2020-07-17,0,"warmińsko-mazurskie"
2020-07-18,46,2020-07-17,3,"wielkopolskie"
2020-07-18,0,2020-07-17,0,"zachodniopomorskie"
2020-07-18,353,2020-07-17,7,"Cały kraj"
2020-07-19,17,2020-07-18,0,"dolnośląskie"
2020-07-19,4,2020-07-18,0,"kujawsko-pomorskie"
2020-07-19,15,2020-07-18,0,"lubelskie"
2020-07-19,6,2020-07-18,0,"lubuskie"
2020-07-19,22,2020-07-18,0,"łódzkie"
2020-07-19,76,2020-07-18,0,"małopolskie"
2020-07-19,31,2020-07-18,3,"mazowieckie"
2020-07-19,5,2020-07-18,0,"opolskie"
2020-07-19,25,2020-07-18,1,"podkarpackie"
2020-07-19,3,2020-07-18,0,"podlaskie"
2020-07-19,15,2020-07-18,1,"pomorskie"
2020-07-19,101,2020-07-18,0,"śląskie"
2020-07-19,0,2020-07-18,1,"świętokrzyskie"
2020-07-19,2,2020-07-18,0,"warmińsko-mazurskie"
2020-07-19,10,2020-07-18,0,"wielkopolskie"
2020-07-19,8,2020-07-18,0,"zachodniopomorskie"
2020-07-19,339,2020-07-18,6,"Cały kraj"
2020-07-20,9,2020-07-19,0,"dolnośląskie"
2020-07-20,3,2020-07-19,0,"kujawsko-pomorskie"
2020-07-20,7,2020-07-19,0,"lubelskie"
2020-07-20,25,2020-07-19,0,"lubuskie"
2020-07-20,36,2020-07-19,0,"łódzkie"
2020-07-20,115,2020-07-19,0,"małopolskie"
2020-07-20,47,2020-07-19,2,"mazowieckie"
2020-07-20,8,2020-07-19,0,"opolskie"
2020-07-20,17,2020-07-19,0,"podkarpackie"
2020-07-20,0,2020-07-19,0,"podlaskie"
2020-07-20,4,2020-07-19,0,"pomorskie"
2020-07-20,55,2020-07-19,4,"śląskie"
2020-07-20,6,2020-07-19,0,"świętokrzyskie"
2020-07-20,2,2020-07-19,0,"warmińsko-mazurskie"
2020-07-20,21,2020-07-19,0,"wielkopolskie"
2020-07-20,3,2020-07-19,0,"zachodniopomorskie"
2020-07-20,358,2020-07-19,6,"Cały kraj"
2020-07-21,22,2020-07-20,0,"dolnośląskie"
2020-07-21,4,2020-07-20,0,"kujawsko-pomorskie"
2020-07-21,0,2020-07-20,0,"lubelskie"
2020-07-21,10,2020-07-20,0,"lubuskie"
2020-07-21,16,2020-07-20,1,"łódzkie"
2020-07-21,40,2020-07-20,2,"małopolskie"
2020-07-21,54,2020-07-20,0,"mazowieckie"
2020-07-21,4,2020-07-20,0,"opolskie"
2020-07-21,22,2020-07-20,0,"podkarpackie"
2020-07-21,4,2020-07-20,0,"podlaskie"
2020-07-21,1,2020-07-20,0,"pomorskie"
2020-07-21,55,2020-07-20,NA,"śląskie"
2020-07-21,5,2020-07-20,0,"świętokrzyskie"
2020-07-21,4,2020-07-20,1,"warmińsko-mazurskie"
2020-07-21,34,2020-07-20,0,"wielkopolskie"
2020-07-21,4,2020-07-20,0,"zachodniopomorskie"
2020-07-21,279,2020-07-20,4,"Cały kraj"
2020-07-22,3,2020-07-21,0,"dolnośląskie"
2020-07-22,0,2020-07-21,0,"kujawsko-pomorskie"
2020-07-22,2,2020-07-21,0,"lubelskie"
2020-07-22,9,2020-07-21,0,"lubuskie"
2020-07-22,27,2020-07-21,3,"łódzkie"
2020-07-22,62,2020-07-21,0,"małopolskie"
2020-07-22,59,2020-07-21,4,"mazowieckie"
2020-07-22,4,2020-07-21,0,"opolskie"
2020-07-22,8,2020-07-21,1,"podkarpackie"
2020-07-22,2,2020-07-21,0,"podlaskie"
2020-07-22,15,2020-07-21,0,"pomorskie"
2020-07-22,140,2020-07-21,2,"śląskie"
2020-07-22,29,2020-07-21,0,"świętokrzyskie"
2020-07-22,9,2020-07-21,0,"warmińsko-mazurskie"
2020-07-22,23,2020-07-21,0,"wielkopolskie"
2020-07-22,7,2020-07-21,0,"zachodniopomorskie"
2020-07-22,399,2020-07-21,9,"Cały kraj"
2020-07-23,18,2020-07-22,0,"dolnośląskie"
2020-07-23,2,2020-07-22,0,"kujawsko-pomorskie"
2020-07-23,7,2020-07-22,0,"lubelskie"
2020-07-23,4,2020-07-22,1,"lubuskie"
2020-07-23,33,2020-07-22,3,"łódzkie"
2020-07-23,50,2020-07-22,0,"małopolskie"
2020-07-23,46,2020-07-22,1,"mazowieckie"
2020-07-23,20,2020-07-22,0,"opolskie"
2020-07-23,17,2020-07-22,0,"podkarpackie"
2020-07-23,5,2020-07-22,0,"podlaskie"
2020-07-23,13,2020-07-22,0,"pomorskie"
2020-07-23,113,2020-07-22,0,"śląskie"
2020-07-23,7,2020-07-22,0,"świętokrzyskie"
2020-07-23,17,2020-07-22,0,"warmińsko-mazurskie"
2020-07-23,22,2020-07-22,1,"wielkopolskie"
2020-07-23,6,2020-07-22,0,"zachodniopomorskie"
2020-07-23,380,2020-07-22,6,"Cały kraj"
2020-07-24,7,2020-07-23,0,"dolnośląskie"
2020-07-24,1,2020-07-23,1,"kujawsko-pomorskie"
2020-07-24,1,2020-07-23,0,"lubelskie"
2020-07-24,9,2020-07-23,1,"lubuskie"
2020-07-24,33,2020-07-23,2,"łódzkie"
2020-07-24,75,2020-07-23,0,"małopolskie"
2020-07-24,104,2020-07-23,0,"mazowieckie"
2020-07-24,21,2020-07-23,0,"opolskie"
2020-07-24,20,2020-07-23,1,"podkarpackie"
2020-07-24,2,2020-07-23,0,"podlaskie"
2020-07-24,4,2020-07-23,0,"pomorskie"
2020-07-24,110,2020-07-23,4,"śląskie"
2020-07-24,4,2020-07-23,0,"świętokrzyskie"
2020-07-24,2,2020-07-23,0,"warmińsko-mazurskie"
2020-07-24,15,2020-07-23,0,"wielkopolskie"
2020-07-24,10,2020-07-23,0,"zachodniopomorskie"
2020-07-24,418,2020-07-23,9,"Cały kraj"
2020-07-25,29,2020-07-24,0,"dolnośląskie"
2020-07-25,9,2020-07-24,0,"kujawsko-pomorskie"
2020-07-25,7,2020-07-24,0,"lubelskie"
2020-07-25,9,2020-07-24,3,"lubuskie"
2020-07-25,29,2020-07-24,0,"łódzkie"
2020-07-25,99,2020-07-24,0,"małopolskie"
2020-07-25,0,2020-07-24,0,"mazowieckie"
2020-07-25,8,2020-07-24,0,"opolskie"
2020-07-25,7,2020-07-24,0,"podkarpackie"
2020-07-25,5,2020-07-24,0,"podlaskie"
2020-07-25,9,2020-07-24,0,"pomorskie"
2020-07-25,184,2020-07-24,1,"śląskie"
2020-07-25,8,2020-07-24,0,"świętokrzyskie"
2020-07-25,6,2020-07-24,0,"warmińsko-mazurskie"
2020-07-25,13,2020-07-24,0,"wielkopolskie"
2020-07-25,4,2020-07-24,0,"zachodniopomorskie"
2020-07-25,458,2020-07-24,4,"Cały kraj"
2020-07-26,21,2020-07-25,0,"dolnośląskie"
2020-07-26,3,2020-07-25,0,"kujawsko-pomorskie"
2020-07-26,12,2020-07-25,0,"lubelskie"
2020-07-26,7,2020-07-25,1,"lubuskie"
2020-07-26,32,2020-07-25,2,"łódzkie"
2020-07-26,142,2020-07-25,1,"małopolskie"
2020-07-26,94,2020-07-25,0,"mazowieckie"
2020-07-26,20,2020-07-25,0,"opolskie"
2020-07-26,21,2020-07-25,0,"podkarpackie"
2020-07-26,9,2020-07-25,2,"podlaskie"
2020-07-26,23,2020-07-25,0,"pomorskie"
2020-07-26,188,2020-07-25,2,"śląskie"
2020-07-26,7,2020-07-25,0,"świętokrzyskie"
2020-07-26,2,2020-07-25,0,"warmińsko-mazurskie"
2020-07-26,34,2020-07-25,1,"wielkopolskie"
2020-07-26,1,2020-07-25,0,"zachodniopomorskie"
2020-07-26,584,2020-07-25,9,"Cały kraj"
2020-07-27,10,2020-07-26,1,"dolnośląskie"
2020-07-27,10,2020-07-26,0,"kujawsko-pomorskie"
2020-07-27,13,2020-07-26,0,"lubelskie"
2020-07-27,5,2020-07-26,0,"lubuskie"
2020-07-27,22,2020-07-26,0,"łódzkie"
2020-07-27,109,2020-07-26,2,"małopolskie"
2020-07-27,54,2020-07-26,1,"mazowieckie"
2020-07-27,16,2020-07-26,0,"opolskie"
2020-07-27,12,2020-07-26,1,"podkarpackie"
2020-07-27,2,2020-07-26,0,"podlaskie"
2020-07-27,19,2020-07-26,0,"pomorskie"
2020-07-27,133,2020-07-26,2,"śląskie"
2020-07-27,3,2020-07-26,0,"świętokrzyskie"
2020-07-27,4,2020-07-26,0,"warmińsko-mazurskie"
2020-07-27,24,2020-07-26,1,"wielkopolskie"
2020-07-27,7,2020-07-26,0,"zachodniopomorskie"
2020-07-27,443,2020-07-26,7,"Cały kraj"
2020-07-28,9,2020-07-27,0,"dolnośląskie"
2020-07-28,1,2020-07-27,0,"kujawsko-pomorskie"
2020-07-28,3,2020-07-27,0,"lubelskie"
2020-07-28,4,2020-07-27,1,"lubuskie"
2020-07-28,18,2020-07-27,0,"łódzkie"
2020-07-28,61,2020-07-27,1,"małopolskie"
2020-07-28,58,2020-07-27,0,"mazowieckie"
2020-07-28,1,2020-07-27,0,"opolskie"
2020-07-28,6,2020-07-27,1,"podkarpackie"
2020-07-28,7,2020-07-27,0,"podlaskie"
2020-07-28,3,2020-07-27,0,"pomorskie"
2020-07-28,150,2020-07-27,0,"śląskie"
2020-07-28,2,2020-07-27,0,"świętokrzyskie"
2020-07-28,0,2020-07-27,0,"warmińsko-mazurskie"
2020-07-28,12,2020-07-27,2,"wielkopolskie"
2020-07-28,2,2020-07-27,0,"zachodniopomorskie"
2020-07-28,337,2020-07-27,5,"Cały kraj"
2020-07-29,31,2020-07-28,0,"dolnośląskie"
2020-07-29,4,2020-07-28,0,"kujawsko-pomorskie"
2020-07-29,0,2020-07-28,0,"lubelskie"
2020-07-29,4,2020-07-28,0,"lubuskie"
2020-07-29,29,2020-07-28,0,"łódzkie"
2020-07-29,91,2020-07-28,1,"małopolskie"
2020-07-29,62,2020-07-28,0,"mazowieckie"
2020-07-29,16,2020-07-28,0,"opolskie"
2020-07-29,19,2020-07-28,0,"podkarpackie"
2020-07-29,8,2020-07-28,1,"podlaskie"
2020-07-29,15,2020-07-28,0,"pomorskie"
2020-07-29,161,2020-07-28,3,"śląskie"
2020-07-29,6,2020-07-28,0,"świętokrzyskie"
2020-07-29,5,2020-07-28,0,"warmińsko-mazurskie"
2020-07-29,45,2020-07-28,0,"wielkopolskie"
2020-07-29,6,2020-07-28,0,"zachodniopomorskie"
2020-07-29,502,2020-07-28,6,"Cały kraj"
2020-07-30,17,2020-07-29,3,"dolnośląskie"
2020-07-30,10,2020-07-29,0,"kujawsko-pomorskie"
2020-07-30,18,2020-07-29,0,"lubelskie"
2020-07-30,10,2020-07-29,0,"lubuskie"
2020-07-30,30,2020-07-29,2,"łódzkie"
2020-07-30,102,2020-07-29,0,"małopolskie"
2020-07-30,43,2020-07-29,3,"mazowieckie"
2020-07-30,5,2020-07-29,0,"opolskie"
2020-07-30,23,2020-07-29,1,"podkarpackie"
2020-07-30,7,2020-07-29,1,"podlaskie"
2020-07-30,28,2020-07-29,0,"pomorskie"
2020-07-30,183,2020-07-29,0,"śląskie"
2020-07-30,5,2020-07-29,0,"świętokrzyskie"
2020-07-30,5,2020-07-29,0,"warmińsko-mazurskie"
2020-07-30,14,2020-07-29,2,"wielkopolskie"
2020-07-30,12,2020-07-29,0,"zachodniopomorskie"
2020-07-30,512,2020-07-29,12,"Cały kraj"
2020-07-31,5,2020-07-30,0,"dolnośląskie"
2020-07-31,9,2020-07-30,0,"kujawsko-pomorskie"
2020-07-31,11,2020-07-30,0,"lubelskie"
2020-07-31,10,2020-07-30,1,"lubuskie"
2020-07-31,67,2020-07-30,0,"łódzkie"
2020-07-31,133,2020-07-30,7,"małopolskie"
2020-07-31,95,2020-07-30,1,"mazowieckie"
2020-07-31,17,2020-07-30,1,"opolskie"
2020-07-31,45,2020-07-30,0,"podkarpackie"
2020-07-31,7,2020-07-30,1,"podlaskie"
2020-07-31,12,2020-07-30,0,"pomorskie"
2020-07-31,160,2020-07-30,3,"śląskie"
2020-07-31,5,2020-07-30,0,"świętokrzyskie"
2020-07-31,5,2020-07-30,0,"warmińsko-mazurskie"
2020-07-31,27,2020-07-30,1,"wielkopolskie"
2020-07-31,7,2020-07-30,0,"zachodniopomorskie"
2020-07-31,615,2020-07-30,15,"Cały kraj"
2020-08-01,35,2020-07-31,0,"dolnośląskie"
2020-08-01,17,2020-07-31,0,"kujawsko-pomorskie"
2020-08-01,20,2020-07-31,0,"lubelskie"
2020-08-01,11,2020-07-31,1,"lubuskie"
2020-08-01,30,2020-07-31,0,"łódzkie"
2020-08-01,77,2020-07-31,3,"małopolskie"
2020-08-01,104,2020-07-31,3,"mazowieckie"
2020-08-01,13,2020-07-31,0,"opolskie"
2020-08-01,28,2020-07-31,0,"podkarpackie"
2020-08-01,6,2020-07-31,0,"podlaskie"
2020-08-01,15,2020-07-31,0,"pomorskie"
2020-08-01,227,2020-07-31,0,"śląskie"
2020-08-01,2,2020-07-31,0,"świętokrzyskie"
2020-08-01,9,2020-07-31,0,"warmińsko-mazurskie"
2020-08-01,59,2020-07-31,0,"wielkopolskie"
2020-08-01,4,2020-07-31,0,"zachodniopomorskie"
2020-08-01,657,2020-07-31,7,"Cały kraj"
2020-08-02,15,2020-08-01,0,"dolnośląskie"
2020-08-02,11,2020-08-01,0,"kujawsko-pomorskie"
2020-08-02,18,2020-08-01,0,"lubelskie"
2020-08-02,9,2020-08-01,0,"lubuskie"
2020-08-02,42,2020-08-01,0,"łódzkie"
2020-08-02,157,2020-08-01,0,"małopolskie"
2020-08-02,60,2020-08-01,0,"mazowieckie"
2020-08-02,7,2020-08-01,1,"opolskie"
2020-08-02,26,2020-08-01,0,"podkarpackie"
2020-08-02,4,2020-08-01,0,"podlaskie"
2020-08-02,17,2020-08-01,0,"pomorskie"
2020-08-02,214,2020-08-01,4,"śląskie"
2020-08-02,7,2020-08-01,0,"świętokrzyskie"
2020-08-02,17,2020-08-01,0,"warmińsko-mazurskie"
2020-08-02,39,2020-08-01,0,"wielkopolskie"
2020-08-02,15,2020-08-01,0,"zachodniopomorskie"
2020-08-02,658,2020-08-01,5,"Cały kraj"
2020-08-03,16,2020-08-02,2,"dolnośląskie"
2020-08-03,9,2020-08-02,0,"kujawsko-pomorskie"
2020-08-03,7,2020-08-02,0,"lubelskie"
2020-08-03,9,2020-08-02,0,"lubuskie"
2020-08-03,13,2020-08-02,1,"łódzkie"
2020-08-03,76,2020-08-02,6,"małopolskie"
2020-08-03,71,2020-08-02,0,"mazowieckie"
2020-08-03,16,2020-08-02,1,"opolskie"
2020-08-03,23,2020-08-02,1,"podkarpackie"
2020-08-03,9,2020-08-02,0,"podlaskie"
2020-08-03,24,2020-08-02,0,"pomorskie"
2020-08-03,191,2020-08-02,1,"śląskie"
2020-08-03,2,2020-08-02,0,"świętokrzyskie"
2020-08-03,5,2020-08-02,0,"warmińsko-mazurskie"
2020-08-03,72,2020-08-02,1,"wielkopolskie"
2020-08-03,5,2020-08-02,0,"zachodniopomorskie"
2020-08-03,548,2020-08-02,10,"Cały kraj"
2020-08-04,17,2020-08-03,0,"dolnośląskie"
2020-08-04,9,2020-08-03,0,"kujawsko-pomorskie"
2020-08-04,13,2020-08-03,0,"lubelskie"
2020-08-04,13,2020-08-03,0,"lubuskie"
2020-08-04,20,2020-08-03,0,"łódzkie"
2020-08-04,78,2020-08-03,0,"małopolskie"
2020-08-04,82,2020-08-03,0,"mazowieckie"
2020-08-04,3,2020-08-03,0,"opolskie"
2020-08-04,42,2020-08-03,0,"podkarpackie"
2020-08-04,10,2020-08-03,1,"podlaskie"
2020-08-04,20,2020-08-03,0,"pomorskie"
2020-08-04,146,2020-08-03,0,"śląskie"
2020-08-04,8,2020-08-03,0,"świętokrzyskie"
2020-08-04,1,2020-08-03,0,"warmińsko-mazurskie"
2020-08-04,98,2020-08-03,0,"wielkopolskie"
2020-08-04,15,2020-08-03,0,"zachodniopomorskie"
2020-08-04,575,2020-08-03,1,"Cały kraj"
2020-08-05,47,2020-08-04,0,"dolnośląskie"
2020-08-05,3,2020-08-04,0,"kujawsko-pomorskie"
2020-08-05,8,2020-08-04,0,"lubelskie"
2020-08-05,5,2020-08-04,0,"lubuskie"
2020-08-05,39,2020-08-04,0,"łódzkie"
2020-08-05,88,2020-08-04,1,"małopolskie"
2020-08-05,49,2020-08-04,0,"mazowieckie"
2020-08-05,7,2020-08-04,0,"opolskie"
2020-08-05,41,2020-08-04,0,"podkarpackie"
2020-08-05,15,2020-08-04,0,"podlaskie"
2020-08-05,17,2020-08-04,0,"pomorskie"
2020-08-05,222,2020-08-04,2,"śląskie"
2020-08-05,26,2020-08-04,0,"świętokrzyskie"
2020-08-05,4,2020-08-04,0,"warmińsko-mazurskie"
2020-08-05,94,2020-08-04,1,"wielkopolskie"
2020-08-05,15,2020-08-04,0,"zachodniopomorskie"
2020-08-05,680,2020-08-04,6,"Cały kraj"
2020-08-06,22,2020-08-05,1,"dolnośląskie"
2020-08-06,5,2020-08-05,0,"kujawsko-pomorskie"
2020-08-06,25,2020-08-05,0,"lubelskie"
2020-08-06,13,2020-08-05,2,"lubuskie"
2020-08-06,37,2020-08-05,3,"łódzkie"
2020-08-06,90,2020-08-05,3,"małopolskie"
2020-08-06,86,2020-08-05,7,"mazowieckie"
2020-08-06,21,2020-08-05,0,"opolskie"
2020-08-06,32,2020-08-05,1,"podkarpackie"
2020-08-06,10,2020-08-05,0,"podlaskie"
2020-08-06,17,2020-08-05,0,"pomorskie"
2020-08-06,152,2020-08-05,1,"śląskie"
2020-08-06,3,2020-08-05,0,"świętokrzyskie"
2020-08-06,13,2020-08-05,0,"warmińsko-mazurskie"
2020-08-06,97,2020-08-05,0,"wielkopolskie"
2020-08-06,17,2020-08-05,0,"zachodniopomorskie"
2020-08-06,640,2020-08-05,18,"Cały kraj"
2020-08-07,39,2020-08-06,1,"dolnośląskie"
2020-08-07,11,2020-08-06,0,"kujawsko-pomorskie"
2020-08-07,13,2020-08-06,0,"lubelskie"
2020-08-07,8,2020-08-06,0,"lubuskie"
2020-08-07,39,2020-08-06,2,"łódzkie"
2020-08-07,118,2020-08-06,2,"małopolskie"
2020-08-07,107,2020-08-06,3,"mazowieckie"
2020-08-07,25,2020-08-06,0,"opolskie"
2020-08-07,33,2020-08-06,4,"podkarpackie"
2020-08-07,17,2020-08-06,0,"podlaskie"
2020-08-07,29,2020-08-06,0,"pomorskie"
2020-08-07,137,2020-08-06,5,"śląskie"
2020-08-07,30,2020-08-06,0,"świętokrzyskie"
2020-08-07,12,2020-08-06,0,"warmińsko-mazurskie"
2020-08-07,89,2020-08-06,2,"wielkopolskie"
2020-08-07,19,2020-08-06,0,"zachodniopomorskie"
2020-08-07,726,2020-08-06,18,"Cały kraj"
2020-08-08,22,2020-08-07,1,"dolnośląskie"
2020-08-08,8,2020-08-07,0,"kujawsko-pomorskie"
2020-08-08,14,2020-08-07,0,"lubelskie"
2020-08-08,21,2020-08-07,0,"lubuskie"
2020-08-08,46,2020-08-07,2,"łódzkie"
2020-08-08,144,2020-08-07,3,"małopolskie"
2020-08-08,104,2020-08-07,1,"mazowieckie"
2020-08-08,26,2020-08-07,1,"opolskie"
2020-08-08,35,2020-08-07,1,"podkarpackie"
2020-08-08,1,2020-08-07,1,"podlaskie"
2020-08-08,41,2020-08-07,0,"pomorskie"
2020-08-08,259,2020-08-07,2,"śląskie"
2020-08-08,11,2020-08-07,0,"świętokrzyskie"
2020-08-08,17,2020-08-07,0,"warmińsko-mazurskie"
2020-08-08,46,2020-08-07,1,"wielkopolskie"
2020-08-08,14,2020-08-07,0,"zachodniopomorskie"
2020-08-08,809,2020-08-07,13,"Cały kraj"
2020-08-09,35,2020-08-08,1,"dolnośląskie"
2020-08-09,24,2020-08-08,0,"kujawsko-pomorskie"
2020-08-09,22,2020-08-08,0,"lubelskie"
2020-08-09,25,2020-08-08,0,"lubuskie"
2020-08-09,31,2020-08-08,1,"łódzkie"
2020-08-09,124,2020-08-08,0,"małopolskie"
2020-08-09,104,2020-08-08,0,"mazowieckie"
2020-08-09,17,2020-08-08,0,"opolskie"
2020-08-09,44,2020-08-08,1,"podkarpackie"
2020-08-09,12,2020-08-08,0,"podlaskie"
2020-08-09,53,2020-08-08,0,"pomorskie"
2020-08-09,208,2020-08-08,8,"śląskie"
2020-08-09,13,2020-08-08,0,"świętokrzyskie"
2020-08-09,29,2020-08-08,0,"warmińsko-mazurskie"
2020-08-09,53,2020-08-08,2,"wielkopolskie"
2020-08-09,21,2020-08-08,0,"zachodniopomorskie"
2020-08-09,843,2020-08-08,13,"Cały kraj"
2020-08-10,12,2020-08-09,0,"dolnośląskie"
2020-08-10,5,2020-08-09,0,"kujawsko-pomorskie"
2020-08-10,17,2020-08-09,0,"lubelskie"
2020-08-10,20,2020-08-09,0,"lubuskie"
2020-08-10,22,2020-08-09,0,"łódzkie"
2020-08-10,108,2020-08-09,2,"małopolskie"
2020-08-10,81,2020-08-09,1,"mazowieckie"
2020-08-10,13,2020-08-09,0,"opolskie"
2020-08-10,28,2020-08-09,1,"podkarpackie"
2020-08-10,10,2020-08-09,0,"podlaskie"
2020-08-10,40,2020-08-09,0,"pomorskie"
2020-08-10,149,2020-08-09,1,"śląskie"
2020-08-10,11,2020-08-09,1,"świętokrzyskie"
2020-08-10,30,2020-08-09,0,"warmińsko-mazurskie"
2020-08-10,63,2020-08-09,1,"wielkopolskie"
2020-08-10,15,2020-08-09,0,"zachodniopomorskie"
2020-08-10,624,2020-08-09,7,"Cały kraj"
2020-08-11,18,2020-08-10,0,"dolnośląskie"
2020-08-11,12,2020-08-10,0,"kujawsko-pomorskie"
2020-08-11,17,2020-08-10,0,"lubelskie"
2020-08-11,26,2020-08-10,0,"lubuskie"
2020-08-11,31,2020-08-10,0,"łódzkie"
2020-08-11,175,2020-08-10,0,"małopolskie"
2020-08-11,80,2020-08-10,0,"mazowieckie"
2020-08-11,7,2020-08-10,0,"opolskie"
2020-08-11,37,2020-08-10,1,"podkarpackie"
2020-08-11,8,2020-08-10,0,"podlaskie"
2020-08-11,48,2020-08-10,0,"pomorskie"
2020-08-11,98,2020-08-10,1,"śląskie"
2020-08-11,8,2020-08-10,0,"świętokrzyskie"
2020-08-11,6,2020-08-10,0,"warmińsko-mazurskie"
2020-08-11,64,2020-08-10,0,"wielkopolskie"
2020-08-11,11,2020-08-10,0,"zachodniopomorskie"
2020-08-11,619,2020-08-10,2,"Cały kraj"
2020-08-12,27,2020-08-11,1,"dolnośląskie"
2020-08-12,34,2020-08-11,0,"kujawsko-pomorskie"
2020-08-12,8,2020-08-11,1,"lubelskie"
2020-08-12,2,2020-08-11,0,"lubuskie"
2020-08-12,51,2020-08-11,2,"łódzkie"
2020-08-12,71,2020-08-11,0,"małopolskie"
2020-08-12,50,2020-08-11,1,"mazowieckie"
2020-08-12,20,2020-08-11,0,"opolskie"
2020-08-12,16,2020-08-11,1,"podkarpackie"
2020-08-12,7,2020-08-11,1,"podlaskie"
2020-08-12,30,2020-08-11,1,"pomorskie"
2020-08-12,128,2020-08-11,2,"śląskie"
2020-08-12,11,2020-08-11,0,"świętokrzyskie"
2020-08-12,32,2020-08-11,1,"warmińsko-mazurskie"
2020-08-12,38,2020-08-11,2,"wielkopolskie"
2020-08-12,26,2020-08-11,0,"zachodniopomorskie"
2020-08-12,551,2020-08-11,12,"Cały kraj"
2020-08-13,31,2020-08-12,0,"dolnośląskie"
2020-08-13,7,2020-08-12,0,"kujawsko-pomorskie"
2020-08-13,39,2020-08-12,1,"lubelskie"
2020-08-13,1,2020-08-12,0,"lubuskie"
2020-08-13,43,2020-08-12,1,"łódzkie"
2020-08-13,173,2020-08-12,2,"małopolskie"
2020-08-13,76,2020-08-12,1,"mazowieckie"
2020-08-13,8,2020-08-12,0,"opolskie"
2020-08-13,22,2020-08-12,0,"podkarpackie"
2020-08-13,7,2020-08-12,0,"podlaskie"
2020-08-13,75,2020-08-12,0,"pomorskie"
2020-08-13,145,2020-08-12,2,"śląskie"
2020-08-13,2,2020-08-12,0,"świętokrzyskie"
2020-08-13,33,2020-08-12,0,"warmińsko-mazurskie"
2020-08-13,40,2020-08-12,2,"wielkopolskie"
2020-08-13,14,2020-08-12,0,"zachodniopomorskie"
2020-08-13,715,2020-08-12,9,"Cały kraj"
2020-08-14,23,2020-08-13,0,"dolnośląskie"
2020-08-14,14,2020-08-13,0,"kujawsko-pomorskie"
2020-08-14,46,2020-08-13,0,"lubelskie"
2020-08-14,2,2020-08-13,0,"lubuskie"
2020-08-14,39,2020-08-13,0,"łódzkie"
2020-08-14,136,2020-08-13,3,"małopolskie"
2020-08-14,148,2020-08-13,0,"mazowieckie"
2020-08-14,15,2020-08-13,0,"opolskie"
2020-08-14,46,2020-08-13,1,"podkarpackie"
2020-08-14,17,2020-08-13,0,"podlaskie"
2020-08-14,61,2020-08-13,0,"pomorskie"
2020-08-14,181,2020-08-13,9,"śląskie"
2020-08-14,12,2020-08-13,0,"świętokrzyskie"
2020-08-14,11,2020-08-13,0,"warmińsko-mazurskie"
2020-08-14,54,2020-08-13,0,"wielkopolskie"
2020-08-14,6,2020-08-13,0,"zachodniopomorskie"
2020-08-14,811,2020-08-13,13,"Cały kraj"
2020-08-15,21,2020-08-14,1,"dolnośląskie"
2020-08-15,22,2020-08-14,0,"kujawsko-pomorskie"
2020-08-15,23,2020-08-14,0,"lubelskie"
2020-08-15,8,2020-08-14,0,"lubuskie"
2020-08-15,54,2020-08-14,5,"łódzkie"
2020-08-15,184,2020-08-14,2,"małopolskie"
2020-08-15,143,2020-08-14,0,"mazowieckie"
2020-08-15,31,2020-08-14,0,"opolskie"
2020-08-15,39,2020-08-14,1,"podkarpackie"
2020-08-15,31,2020-08-14,1,"podlaskie"
2020-08-15,46,2020-08-14,0,"pomorskie"
2020-08-15,160,2020-08-14,2,"śląskie"
2020-08-15,3,2020-08-14,1,"świętokrzyskie"
2020-08-15,16,2020-08-14,0,"warmińsko-mazurskie"
2020-08-15,43,2020-08-14,2,"wielkopolskie"
2020-08-15,8,2020-08-14,0,"zachodniopomorskie"
2020-08-15,832,2020-08-14,15,"Cały kraj"
2020-08-16,57,2020-08-15,0,"dolnośląskie"
2020-08-16,11,2020-08-15,1,"kujawsko-pomorskie"
2020-08-16,16,2020-08-15,1,"lubelskie"
2020-08-16,10,2020-08-15,0,"lubuskie"
2020-08-16,42,2020-08-15,0,"łódzkie"
2020-08-16,150,2020-08-15,2,"małopolskie"
2020-08-16,96,2020-08-15,0,"mazowieckie"
2020-08-16,7,2020-08-15,1,"opolskie"
2020-08-16,36,2020-08-15,1,"podkarpackie"
2020-08-16,6,2020-08-15,0,"podlaskie"
2020-08-16,69,2020-08-15,0,"pomorskie"
2020-08-16,133,2020-08-15,4,"śląskie"
2020-08-16,41,2020-08-15,0,"świętokrzyskie"
2020-08-16,14,2020-08-15,0,"warmińsko-mazurskie"
2020-08-16,62,2020-08-15,1,"wielkopolskie"
2020-08-16,21,2020-08-15,0,"zachodniopomorskie"
2020-08-16,771,2020-08-15,11,"Cały kraj"
2020-08-17,12,2020-08-16,0,"dolnośląskie"
2020-08-17,13,2020-08-16,0,"kujawsko-pomorskie"
2020-08-17,0,2020-08-16,0,"lubelskie"
2020-08-17,8,2020-08-16,0,"lubuskie"
2020-08-17,68,2020-08-16,0,"łódzkie"
2020-08-17,77,2020-08-16,6,"małopolskie"
2020-08-17,73,2020-08-16,1,"mazowieckie"
2020-08-17,14,2020-08-16,0,"opolskie"
2020-08-17,38,2020-08-16,0,"podkarpackie"
2020-08-17,3,2020-08-16,1,"podlaskie"
