"wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","stan_rekordu_na","Date"
"lubuskie","żarski",18,1.88,1,2020-12-15,2020-12-16
"lubuskie","wschowski",2,0.52,0,2020-12-15,2020-12-16
"lubuskie","Gorzów Wielkopolski",71,5.76,0,2020-12-15,2020-12-16
"lubuskie","Zielona Góra",37,2.62,12,2020-12-15,2020-12-16
"łódzkie","bełchatowski",27,2.4,3,2020-12-15,2020-12-16
"łódzkie","kutnowski",27,2.81,1,2020-12-15,2020-12-16
"łódzkie","łaski",20,4.02,0,2020-12-15,2020-12-16
"łódzkie","łęczycki",23,4.64,3,2020-12-15,2020-12-16
"łódzkie","łowicki",10,1.28,0,2020-12-15,2020-12-16
"łódzkie","łódzki wschodni",40,5.52,1,2020-12-15,2020-12-16
"łódzkie","opoczyński",9,1.19,5,2020-12-15,2020-12-16
"łódzkie","pabianicki",68,5.7,2,2020-12-15,2020-12-16
"łódzkie","pajęczański",5,0.98,0,2020-12-15,2020-12-16
"łódzkie","piotrkowski",21,2.3,1,2020-12-15,2020-12-16
"łódzkie","poddębicki",26,6.34,2,2020-12-15,2020-12-16
"łódzkie","radomszczański",25,2.23,3,2020-12-15,2020-12-16
"łódzkie","rawski",8,1.65,0,2020-12-15,2020-12-16
"łódzkie","sieradzki",30,2.56,3,2020-12-15,2020-12-16
"łódzkie","skierniewicki",13,3.41,1,2020-12-15,2020-12-16
"łódzkie","tomaszowski",28,2.41,2,2020-12-15,2020-12-16
"łódzkie","wieluński",23,3.02,0,2020-12-15,2020-12-16
"łódzkie","wieruszowski",13,3.09,0,2020-12-15,2020-12-16
"łódzkie","zduńskowolski",19,2.87,3,2020-12-15,2020-12-16
"łódzkie","zgierski",102,6.14,5,2020-12-15,2020-12-16
"łódzkie","brzeziński",15,4.87,0,2020-12-15,2020-12-16
"łódzkie","Łódź",336,4.96,30,2020-12-15,2020-12-16
"łódzkie","Piotrków Trybunalski",31,4.26,1,2020-12-15,2020-12-16
"łódzkie","Skierniewice",26,5.42,2,2020-12-15,2020-12-16
"małopolskie","bocheński",21,1.96,3,2020-12-15,2020-12-16
"małopolskie","brzeski",8,0.86,1,2020-12-15,2020-12-16
"małopolskie","chrzanowski",24,1.93,0,2020-12-15,2020-12-16
"małopolskie","dąbrowski",14,2.37,0,2020-12-15,2020-12-16
"małopolskie","gorlicki",12,1.1,0,2020-12-15,2020-12-16
"małopolskie","krakowski",64,2.28,2,2020-12-15,2020-12-16
"małopolskie","limanowski",5,0.38,1,2020-12-15,2020-12-16
"małopolskie","miechowski",2,0.41,0,2020-12-15,2020-12-16
"małopolskie","myślenicki",21,1.64,0,2020-12-15,2020-12-16
"małopolskie","nowosądecki",24,1.11,1,2020-12-15,2020-12-16
"małopolskie","nowotarski",6,0.31,1,2020-12-15,2020-12-16
"małopolskie","olkuski",15,1.35,0,2020-12-15,2020-12-16
"małopolskie","oświęcimski",24,1.57,0,2020-12-15,2020-12-16
"małopolskie","proszowicki",1,0.23,2,2020-12-15,2020-12-16
"małopolskie","suski",10,1.19,0,2020-12-15,2020-12-16
"małopolskie","tarnowski",14,0.69,1,2020-12-15,2020-12-16
"małopolskie","tatrzański",4,0.59,1,2020-12-15,2020-12-16
"małopolskie","wadowicki",46,2.88,0,2020-12-15,2020-12-16
"małopolskie","wielicki",18,1.38,0,2020-12-15,2020-12-16
"małopolskie","Kraków",189,2.42,10,2020-12-15,2020-12-16
"małopolskie","Nowy Sącz",8,0.96,1,2020-12-15,2020-12-16
"małopolskie","Tarnów",8,0.74,1,2020-12-15,2020-12-16
"mazowieckie","białobrzeski",7,2.1,0,2020-12-15,2020-12-16
"mazowieckie","ciechanowski",23,2.58,1,2020-12-15,2020-12-16
"mazowieckie","garwoliński",9,0.83,2,2020-12-15,2020-12-16
"mazowieckie","gostyniński",12,2.68,0,2020-12-15,2020-12-16
"mazowieckie","grodziski",40,4.14,0,2020-12-15,2020-12-16
"mazowieckie","grójecki",21,2.14,5,2020-12-15,2020-12-16
"mazowieckie","kozienicki",30,5.02,2,2020-12-15,2020-12-16
"mazowieckie","legionowski",33,2.77,0,2020-12-15,2020-12-16
"mazowieckie","lipski",7,2.07,0,2020-12-15,2020-12-16
"mazowieckie","łosicki",5,1.63,1,2020-12-15,2020-12-16
"mazowieckie","makowski",9,2.01,1,2020-12-15,2020-12-16
"mazowieckie","miński",35,2.26,1,2020-12-15,2020-12-16
"mazowieckie","mławski",16,2.21,1,2020-12-15,2020-12-16
"mazowieckie","nowodworski",25,3.15,1,2020-12-15,2020-12-16
"mazowieckie","ostrołęcki",8,0.9,0,2020-12-15,2020-12-16
"mazowieckie","ostrowski",18,2.5,3,2020-12-15,2020-12-16
"mazowieckie","otwocki",9,0.72,0,2020-12-15,2020-12-16
"mazowieckie","piaseczyński",86,4.54,1,2020-12-15,2020-12-16
"mazowieckie","płocki",20,1.8,3,2020-12-15,2020-12-16
"mazowieckie","płoński",3,0.35,0,2020-12-15,2020-12-16
"mazowieckie","pruszkowski",69,4.15,0,2020-12-15,2020-12-16
"mazowieckie","przasnyski",31,5.92,0,2020-12-15,2020-12-16
"mazowieckie","przysuski",8,1.93,1,2020-12-15,2020-12-16
"mazowieckie","pułtuski",4,0.77,2,2020-12-15,2020-12-16
"mazowieckie","radomski",39,2.56,0,2020-12-15,2020-12-16
"mazowieckie","siedlecki",10,1.23,0,2020-12-15,2020-12-16
"mazowieckie","sierpecki",6,1.16,0,2020-12-15,2020-12-16
"mazowieckie","sochaczewski",11,1.29,2,2020-12-15,2020-12-16
"mazowieckie","sokołowski",9,1.68,2,2020-12-15,2020-12-16
"mazowieckie","szydłowiecki",9,2.28,0,2020-12-15,2020-12-16
"mazowieckie","warszawski zachodni",43,3.6,1,2020-12-15,2020-12-16
"mazowieckie","węgrowski",9,1.37,2,2020-12-15,2020-12-16
"mazowieckie","wołomiński",87,3.46,1,2020-12-15,2020-12-16
"mazowieckie","wyszkowski",13,1.75,0,2020-12-15,2020-12-16
"mazowieckie","zwoleński",6,1.67,1,2020-12-15,2020-12-16
"mazowieckie","żuromiński",10,2.61,1,2020-12-15,2020-12-16
"mazowieckie","żyrardowski",19,2.51,2,2020-12-15,2020-12-16
"mazowieckie","Ostrołęka",15,2.89,1,2020-12-15,2020-12-16
"mazowieckie","Płock",18,1.51,4,2020-12-15,2020-12-16
"mazowieckie","Radom",47,2.23,0,2020-12-15,2020-12-16
"mazowieckie","Siedlce",20,2.56,0,2020-12-15,2020-12-16
"mazowieckie","Warszawa",568,3.17,24,2020-12-15,2020-12-16
"opolskie","brzeski",32,3.57,2,2020-12-15,2020-12-16
"opolskie","głubczycki",16,3.53,3,2020-12-15,2020-12-16
"opolskie","kędzierzyńsko-kozielski",35,3.74,1,2020-12-15,2020-12-16
"opolskie","kluczborski",11,1.69,1,2020-12-15,2020-12-16
"opolskie","krapkowicki",14,2.2,2,2020-12-15,2020-12-16
"opolskie","namysłowski",7,1.64,3,2020-12-15,2020-12-16
"opolskie","nyski",18,1.33,6,2020-12-15,2020-12-16
"opolskie","oleski",7,1.09,0,2020-12-15,2020-12-16
"opolskie","opolski",21,1.7,1,2020-12-15,2020-12-16
"opolskie","prudnicki",16,2.9,0,2020-12-15,2020-12-16
"opolskie","strzelecki",6,0.81,1,2020-12-15,2020-12-16
"opolskie","Opole",64,5,0,2020-12-15,2020-12-16
"podkarpackie","bieszczadzki",2,0.93,0,2020-12-15,2020-12-16
"podkarpackie","brzozowski",6,0.92,1,2020-12-15,2020-12-16
"podkarpackie","dębicki",10,0.74,0,2020-12-15,2020-12-16
"podkarpackie","jarosławski",37,3.08,3,2020-12-15,2020-12-16
"podkarpackie","jasielski",11,0.97,1,2020-12-15,2020-12-16
"podkarpackie","kolbuszowski",3,0.48,1,2020-12-15,2020-12-16
"podkarpackie","krośnieński",5,0.45,1,2020-12-15,2020-12-16
"podkarpackie","leżajski",7,1.01,2,2020-12-15,2020-12-16
"podkarpackie","lubaczowski",17,3.09,2,2020-12-15,2020-12-16
"podkarpackie","łańcucki",27,3.33,0,2020-12-15,2020-12-16
"podkarpackie","mielecki",15,1.1,1,2020-12-15,2020-12-16
"podkarpackie","niżański",13,1.96,0,2020-12-15,2020-12-16
"podkarpackie","przemyski",5,0.68,3,2020-12-15,2020-12-16
"podkarpackie","przeworski",18,2.3,3,2020-12-15,2020-12-16
"podkarpackie","ropczycko-sędziszowski",3,0.4,0,2020-12-15,2020-12-16
"podkarpackie","rzeszowski",22,1.29,1,2020-12-15,2020-12-16
"podkarpackie","sanocki",7,0.74,2,2020-12-15,2020-12-16
"podkarpackie","stalowowolski",36,3.4,2,2020-12-15,2020-12-16
"podkarpackie","strzyżowski",6,0.98,0,2020-12-15,2020-12-16
"podkarpackie","tarnobrzeski",8,1.51,0,2020-12-15,2020-12-16
"podkarpackie","leski",3,1.14,0,2020-12-15,2020-12-16
"podkarpackie","Krosno",2,0.43,1,2020-12-15,2020-12-16
"podkarpackie","Przemyśl",7,1.16,2,2020-12-15,2020-12-16
"podkarpackie","Rzeszów",37,1.88,3,2020-12-15,2020-12-16
"podkarpackie","Tarnobrzeg",16,3.43,2,2020-12-15,2020-12-16
"podlaskie","augustowski",9,1.55,4,2020-12-15,2020-12-16
"podlaskie","białostocki",40,2.66,3,2020-12-15,2020-12-16
"podlaskie","bielski",10,1.85,0,2020-12-15,2020-12-16
"podlaskie","grajewski",12,2.55,3,2020-12-15,2020-12-16
"podlaskie","hajnowski",15,3.55,1,2020-12-15,2020-12-16
"podlaskie","kolneński",5,1.32,1,2020-12-15,2020-12-16
"podlaskie","łomżyński",6,1.18,0,2020-12-15,2020-12-16
"podlaskie","moniecki",9,2.24,1,2020-12-15,2020-12-16
"podlaskie","sejneński",1,0.5,1,2020-12-15,2020-12-16
"podlaskie","siemiatycki",13,2.96,0,2020-12-15,2020-12-16
"podlaskie","sokólski",31,4.68,1,2020-12-15,2020-12-16
"podlaskie","suwalski",2,0.56,3,2020-12-15,2020-12-16
"podlaskie","wysokomazowiecki",11,1.94,2,2020-12-15,2020-12-16
"podlaskie","zambrowski",24,5.53,0,2020-12-15,2020-12-16
"podlaskie","Białystok",121,4.07,7,2020-12-15,2020-12-16
"podlaskie","Łomża",34,5.41,1,2020-12-15,2020-12-16
"podlaskie","Suwałki",26,3.73,1,2020-12-15,2020-12-16
"pomorskie","bytowski",11,1.39,0,2020-12-15,2020-12-16
"pomorskie","chojnicki",9,0.92,1,2020-12-15,2020-12-16
"pomorskie","człuchowski",25,4.47,1,2020-12-15,2020-12-16
"pomorskie","gdański",47,3.94,0,2020-12-15,2020-12-16
"pomorskie","kartuski",39,2.77,2,2020-12-15,2020-12-16
"pomorskie","kościerski",27,3.71,0,2020-12-15,2020-12-16
"pomorskie","kwidzyński",25,3.01,3,2020-12-15,2020-12-16
"pomorskie","lęborski",19,2.88,0,2020-12-15,2020-12-16
"pomorskie","malborski",54,8.52,0,2020-12-15,2020-12-16
"pomorskie","nowodworski",11,3.1,0,2020-12-15,2020-12-16
"pomorskie","pucki",24,2.75,0,2020-12-15,2020-12-16
"pomorskie","słupski",69,6.99,4,2020-12-15,2020-12-16
"pomorskie","starogardzki",14,1.09,2,2020-12-15,2020-12-16
"pomorskie","tczewski",54,4.67,0,2020-12-15,2020-12-16
"pomorskie","wejherowski",68,3.11,3,2020-12-15,2020-12-16
"pomorskie","sztumski",10,2.43,3,2020-12-15,2020-12-16
"pomorskie","Gdańsk",158,3.35,2,2020-12-15,2020-12-16
"pomorskie","Gdynia",126,5.12,1,2020-12-15,2020-12-16
"pomorskie","Słupsk",79,8.75,4,2020-12-15,2020-12-16
"pomorskie","Sopot",9,2.53,2,2020-12-15,2020-12-16
"śląskie","będziński",30,2.03,3,2020-12-15,2020-12-16
"śląskie","bielski",44,2.65,1,2020-12-15,2020-12-16
"śląskie","cieszyński",43,2.42,1,2020-12-15,2020-12-16
"śląskie","częstochowski",28,2.08,1,2020-12-15,2020-12-16
"śląskie","gliwicki",28,2.42,3,2020-12-15,2020-12-16
"śląskie","kłobucki",14,1.66,0,2020-12-15,2020-12-16
"śląskie","lubliniecki",38,4.98,0,2020-12-15,2020-12-16
"śląskie","mikołowski",22,2.22,2,2020-12-15,2020-12-16
"śląskie","myszkowski",17,2.4,1,2020-12-15,2020-12-16
"śląskie","pszczyński",30,2.69,0,2020-12-15,2020-12-16
"śląskie","raciborski",21,1.95,3,2020-12-15,2020-12-16
"śląskie","rybnicki",24,3.07,3,2020-12-15,2020-12-16
"śląskie","tarnogórski",91,6.46,2,2020-12-15,2020-12-16
"śląskie","bieruńsko-lędziński",19,3.17,0,2020-12-15,2020-12-16
"śląskie","wodzisławski",38,2.42,1,2020-12-15,2020-12-16
"śląskie","zawierciański",43,3.67,1,2020-12-15,2020-12-16
"śląskie","żywiecki",20,1.31,1,2020-12-15,2020-12-16
"śląskie","Bielsko-Biała",48,2.82,0,2020-12-15,2020-12-16
"śląskie","Bytom",59,3.59,3,2020-12-15,2020-12-16
"śląskie","Chorzów",30,2.79,0,2020-12-15,2020-12-16
"śląskie","Częstochowa",45,2.05,0,2020-12-15,2020-12-16
"śląskie","Dąbrowa Górnicza",29,2.44,1,2020-12-15,2020-12-16
"śląskie","Gliwice",69,3.87,2,2020-12-15,2020-12-16
"śląskie","Jastrzębie-Zdrój",18,2.04,1,2020-12-15,2020-12-16
"śląskie","Jaworzno",17,1.87,0,2020-12-15,2020-12-16
"śląskie","Katowice",85,2.91,1,2020-12-15,2020-12-16
"śląskie","Mysłowice",13,1.74,0,2020-12-15,2020-12-16
"śląskie","Piekary Śląskie",16,2.92,0,2020-12-15,2020-12-16
"śląskie","Ruda Śląska",55,4.01,2,2020-12-15,2020-12-16
"śląskie","Rybnik",78,5.66,5,2020-12-15,2020-12-16
"śląskie","Siemianowice Śląskie",7,1.05,1,2020-12-15,2020-12-16
"śląskie","Sosnowiec",59,2.96,3,2020-12-15,2020-12-16
"śląskie","Świętochłowice",13,2.63,2,2020-12-15,2020-12-16
"śląskie","Tychy",75,5.89,1,2020-12-15,2020-12-16
"śląskie","Zabrze",50,2.91,3,2020-12-15,2020-12-16
"śląskie","Żory",22,3.51,0,2020-12-15,2020-12-16
"świętokrzyskie","buski",1,0.14,1,2020-12-15,2020-12-16
"świętokrzyskie","jędrzejowski",9,1.06,0,2020-12-15,2020-12-16
"świętokrzyskie","kazimierski",2,0.6,0,2020-12-15,2020-12-16
"świętokrzyskie","kielecki",20,0.95,1,2020-12-15,2020-12-16
"świętokrzyskie","konecki",24,3.02,0,2020-12-15,2020-12-16
"świętokrzyskie","opatowski",9,1.74,0,2020-12-15,2020-12-16
"świętokrzyskie","ostrowiecki",31,2.86,2,2020-12-15,2020-12-16
"świętokrzyskie","pińczowski",11,2.84,0,2020-12-15,2020-12-16
"świętokrzyskie","sandomierski",30,3.91,0,2020-12-15,2020-12-16
"świętokrzyskie","skarżyski",5,0.68,2,2020-12-15,2020-12-16
"świętokrzyskie","starachowicki",3,0.34,2,2020-12-15,2020-12-16
"świętokrzyskie","staszowski",6,0.84,1,2020-12-15,2020-12-16
"świętokrzyskie","włoszczowski",4,0.89,0,2020-12-15,2020-12-16
"świętokrzyskie","Kielce",27,1.39,2,2020-12-15,2020-12-16
"warmińsko-mazurskie","bartoszycki",22,3.87,1,2020-12-15,2020-12-16
"warmińsko-mazurskie","braniewski",30,7.33,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","działdowski",48,7.39,4,2020-12-15,2020-12-16
"warmińsko-mazurskie","elbląski",62,10.87,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","ełcki",20,2.18,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","giżycki",25,4.43,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","iławski",43,4.63,1,2020-12-15,2020-12-16
"warmińsko-mazurskie","kętrzyński",57,9.19,3,2020-12-15,2020-12-16
"warmińsko-mazurskie","lidzbarski",2,0.49,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","mrągowski",36,7.25,1,2020-12-15,2020-12-16
"warmińsko-mazurskie","nidzicki",14,4.27,2,2020-12-15,2020-12-16
"warmińsko-mazurskie","nowomiejski",37,8.45,2,2020-12-15,2020-12-16
"warmińsko-mazurskie","olecki",17,4.99,3,2020-12-15,2020-12-16
"warmińsko-mazurskie","olsztyński",62,4.87,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","ostródzki",89,8.57,6,2020-12-15,2020-12-16
"warmińsko-mazurskie","piski",15,2.68,2,2020-12-15,2020-12-16
"warmińsko-mazurskie","szczycieński",14,2.02,2,2020-12-15,2020-12-16
"warmińsko-mazurskie","gołdapski",15,5.63,0,2020-12-15,2020-12-16
"warmińsko-mazurskie","węgorzewski",4,1.77,1,2020-12-15,2020-12-16
"warmińsko-mazurskie","Elbląg",106,8.9,3,2020-12-15,2020-12-16
"warmińsko-mazurskie","Olsztyn",104,6.05,0,2020-12-15,2020-12-16
"wielkopolskie","chodzieski",5,1.06,0,2020-12-15,2020-12-16
"wielkopolskie","czarnkowsko-trzcianecki",47,5.41,3,2020-12-15,2020-12-16
"wielkopolskie","gnieźnieński",84,5.78,4,2020-12-15,2020-12-16
"wielkopolskie","gostyński",36,4.74,5,2020-12-15,2020-12-16
"wielkopolskie","grodziski",4,0.77,3,2020-12-15,2020-12-16
"wielkopolskie","jarociński",7,0.98,2,2020-12-15,2020-12-16
"wielkopolskie","kaliski",15,1.81,3,2020-12-15,2020-12-16
"wielkopolskie","kępiński",6,1.06,2,2020-12-15,2020-12-16
"wielkopolskie","kolski",11,1.27,3,2020-12-15,2020-12-16
"wielkopolskie","koniński",26,2,3,2020-12-15,2020-12-16
"wielkopolskie","kościański",15,1.9,2,2020-12-15,2020-12-16
"wielkopolskie","krotoszyński",8,1.04,3,2020-12-15,2020-12-16
"wielkopolskie","leszczyński",22,3.82,1,2020-12-15,2020-12-16
"wielkopolskie","międzychodzki",4,1.09,0,2020-12-15,2020-12-16
"wielkopolskie","nowotomyski",8,1.06,1,2020-12-15,2020-12-16
"wielkopolskie","obornicki",23,3.84,0,2020-12-15,2020-12-16
"wielkopolskie","ostrowski",41,2.54,6,2020-12-15,2020-12-16
"wielkopolskie","ostrzeszowski",13,2.35,1,2020-12-15,2020-12-16
"wielkopolskie","pilski",34,2.5,2,2020-12-15,2020-12-16
"wielkopolskie","pleszewski",4,0.64,2,2020-12-15,2020-12-16
"wielkopolskie","poznański",266,6.59,3,2020-12-15,2020-12-16
"wielkopolskie","rawicki",15,2.49,2,2020-12-15,2020-12-16
"wielkopolskie","słupecki",13,2.2,0,2020-12-15,2020-12-16
"wielkopolskie","szamotulski",73,7.96,0,2020-12-15,2020-12-16
"wielkopolskie","średzki",32,5.42,1,2020-12-15,2020-12-16
"wielkopolskie","śremski",35,5.7,2,2020-12-15,2020-12-16
"wielkopolskie","turecki",21,2.51,1,2020-12-15,2020-12-16
"wielkopolskie","wągrowiecki",18,2.56,2,2020-12-15,2020-12-16
"wielkopolskie","wolsztyński",7,1.22,1,2020-12-15,2020-12-16
"wielkopolskie","wrzesiński",41,5.25,0,2020-12-15,2020-12-16
"wielkopolskie","złotowski",60,8.66,0,2020-12-15,2020-12-16
"wielkopolskie","Kalisz",15,1.5,7,2020-12-15,2020-12-16
"wielkopolskie","Konin",16,2.19,1,2020-12-15,2020-12-16
"wielkopolskie","Leszno",11,1.74,4,2020-12-15,2020-12-16
"wielkopolskie","Poznań",339,6.35,3,2020-12-15,2020-12-16
"zachodniopomorskie","białogardzki",7,1.48,2,2020-12-15,2020-12-16
"zachodniopomorskie","choszczeński",34,7.08,0,2020-12-15,2020-12-16
"zachodniopomorskie","drawski",59,10.38,2,2020-12-15,2020-12-16
"zachodniopomorskie","goleniowski",68,8.25,0,2020-12-15,2020-12-16
"zachodniopomorskie","gryficki",35,5.83,1,2020-12-15,2020-12-16
"zachodniopomorskie","gryfiński",58,7.11,0,2020-12-15,2020-12-16
"zachodniopomorskie","kamieński",25,5.33,2,2020-12-15,2020-12-16
"zachodniopomorskie","kołobrzeski",34,4.28,1,2020-12-15,2020-12-16
"zachodniopomorskie","koszaliński",13,1.96,0,2020-12-15,2020-12-16
"zachodniopomorskie","myśliborski",30,4.59,0,2020-12-15,2020-12-16
"zachodniopomorskie","policki",79,9.73,0,2020-12-15,2020-12-16
"zachodniopomorskie","pyrzycki",20,5.1,2,2020-12-15,2020-12-16
"zachodniopomorskie","sławieński",37,6.61,0,2020-12-15,2020-12-16
"zachodniopomorskie","stargardzki",70,5.83,0,2020-12-15,2020-12-16
"zachodniopomorskie","szczecinecki",33,4.26,0,2020-12-15,2020-12-16
"zachodniopomorskie","świdwiński",39,8.38,1,2020-12-15,2020-12-16
"zachodniopomorskie","wałecki",47,8.88,4,2020-12-15,2020-12-16
"zachodniopomorskie","łobeski",35,9.59,2,2020-12-15,2020-12-16
"zachodniopomorskie","Koszalin",18,1.68,1,2020-12-15,2020-12-16
"zachodniopomorskie","Szczecin",318,7.93,6,2020-12-15,2020-12-16
"zachodniopomorskie","Świnoujście",12,2.94,0,2020-12-15,2020-12-16
"Cały kraj","Cały kraj",11953,3.12,431,2020-12-16,2020-12-17
"dolnośląskie","bolesławiecki",39,4.33,0,2020-12-16,2020-12-17
"dolnośląskie","dzierżoniowski",6,0.6,0,2020-12-16,2020-12-17
"dolnośląskie","głogowski",21,2.36,4,2020-12-16,2020-12-17
"dolnośląskie","górowski",11,3.17,0,2020-12-16,2020-12-17
"dolnośląskie","jaworski",19,3.8,0,2020-12-16,2020-12-17
"dolnośląskie","jeleniogórski",16,2.52,1,2020-12-16,2020-12-17
"dolnośląskie","kamiennogórski",5,1.16,0,2020-12-16,2020-12-17
"dolnośląskie","kłodzki",21,1.34,2,2020-12-16,2020-12-17
"dolnośląskie","legnicki",6,1.09,0,2020-12-16,2020-12-17
"dolnośląskie","lubański",13,2.4,0,2020-12-16,2020-12-17
"dolnośląskie","lubiński",15,1.41,0,2020-12-16,2020-12-17
"dolnośląskie","lwówecki",11,2.4,0,2020-12-16,2020-12-17
"dolnośląskie","milicki",12,3.25,0,2020-12-16,2020-12-17
"dolnośląskie","oleśnicki",23,2.14,3,2020-12-16,2020-12-17
"dolnośląskie","oławski",21,2.73,1,2020-12-16,2020-12-17
"dolnośląskie","polkowicki",11,1.74,1,2020-12-16,2020-12-17
"dolnośląskie","strzeliński",1,0.23,0,2020-12-16,2020-12-17
"dolnośląskie","średzki",3,0.54,1,2020-12-16,2020-12-17
"dolnośląskie","świdnicki",40,2.56,0,2020-12-16,2020-12-17
"dolnośląskie","trzebnicki",26,3.04,1,2020-12-16,2020-12-17
"dolnośląskie","wałbrzyski",16,2.89,1,2020-12-16,2020-12-17
"dolnośląskie","wołowski",9,1.93,0,2020-12-16,2020-12-17
"dolnośląskie","wrocławski",52,3.38,0,2020-12-16,2020-12-17
"dolnośląskie","ząbkowicki",19,2.95,0,2020-12-16,2020-12-17
"dolnośląskie","zgorzelecki",18,2.03,0,2020-12-16,2020-12-17
"dolnośląskie","złotoryjski",5,1.16,1,2020-12-16,2020-12-17
"dolnośląskie","Jelenia Góra",25,3.17,1,2020-12-16,2020-12-17
"dolnośląskie","Legnica",11,1.11,2,2020-12-16,2020-12-17
"dolnośląskie","Wrocław",185,2.87,3,2020-12-16,2020-12-17
"dolnośląskie","Wałbrzych",25,2.26,5,2020-12-16,2020-12-17
"kujawsko-pomorskie","aleksandrowski",32,5.82,5,2020-12-16,2020-12-17
"kujawsko-pomorskie","brodnicki",29,3.66,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","bydgoski",78,6.53,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","chełmiński",24,4.63,2,2020-12-16,2020-12-17
"kujawsko-pomorskie","golubsko-dobrzyński",19,4.23,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","grudziądzki",28,6.96,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","inowrocławski",100,6.28,14,2020-12-16,2020-12-17
"kujawsko-pomorskie","lipnowski",14,2.13,2,2020-12-16,2020-12-17
"kujawsko-pomorskie","mogileński",24,5.27,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","nakielski",30,3.48,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","radziejowski",4,0.99,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","rypiński",11,2.53,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","sępoleński",17,4.15,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","świecki",54,5.46,3,2020-12-16,2020-12-17
"kujawsko-pomorskie","toruński",59,5.42,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","tucholski",15,3.1,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","wąbrzeski",16,4.69,0,2020-12-16,2020-12-17
"kujawsko-pomorskie","włocławski",58,6.75,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","żniński",32,4.57,3,2020-12-16,2020-12-17
"kujawsko-pomorskie","Bydgoszcz",245,7.07,2,2020-12-16,2020-12-17
"kujawsko-pomorskie","Grudziądz",50,5.31,1,2020-12-16,2020-12-17
"kujawsko-pomorskie","Toruń",152,7.56,6,2020-12-16,2020-12-17
"kujawsko-pomorskie","Włocławek",53,4.85,2,2020-12-16,2020-12-17
"lubelskie","bialski",23,2.08,7,2020-12-16,2020-12-17
"lubelskie","biłgorajski",7,0.7,2,2020-12-16,2020-12-17
"lubelskie","chełmski",23,2.96,2,2020-12-16,2020-12-17
"lubelskie","hrubieszowski",37,5.92,0,2020-12-16,2020-12-17
"lubelskie","janowski",4,0.88,1,2020-12-16,2020-12-17
"lubelskie","krasnostawski",63,10.01,0,2020-12-16,2020-12-17
"lubelskie","kraśnicki",30,3.16,0,2020-12-16,2020-12-17
"lubelskie","lubartowski",25,2.84,0,2020-12-16,2020-12-17
"lubelskie","lubelski",65,4.17,0,2020-12-16,2020-12-17
"lubelskie","łęczyński",24,4.19,1,2020-12-16,2020-12-17
"lubelskie","łukowski",16,1.5,0,2020-12-16,2020-12-17
"lubelskie","opolski",21,3.56,0,2020-12-16,2020-12-17
"lubelskie","parczewski",11,3.18,0,2020-12-16,2020-12-17
"lubelskie","puławski",17,1.51,1,2020-12-16,2020-12-17
"lubelskie","radzyński",12,2.05,0,2020-12-16,2020-12-17
"lubelskie","rycki",7,1.25,0,2020-12-16,2020-12-17
"lubelskie","świdnicki",34,4.74,2,2020-12-16,2020-12-17
"lubelskie","tomaszowski",36,4.37,1,2020-12-16,2020-12-17
"lubelskie","włodawski",10,2.62,1,2020-12-16,2020-12-17
"lubelskie","zamojski",18,1.7,0,2020-12-16,2020-12-17
"lubelskie","Biała Podlaska",18,3.15,1,2020-12-16,2020-12-17
"lubelskie","Chełm",39,6.33,1,2020-12-16,2020-12-17
"lubelskie","Lublin",141,4.15,2,2020-12-16,2020-12-17
"lubelskie","Zamość",21,3.32,0,2020-12-16,2020-12-17
"lubuskie","gorzowski",21,2.91,0,2020-12-16,2020-12-17
"lubuskie","krośnieński",17,3.11,1,2020-12-16,2020-12-17
"lubuskie","międzyrzecki",27,4.71,3,2020-12-16,2020-12-17
"lubuskie","nowosolski",15,1.74,3,2020-12-16,2020-12-17
"lubuskie","słubicki",38,8.1,0,2020-12-16,2020-12-17
"lubuskie","strzelecko-drezdenecki",17,3.48,0,2020-12-16,2020-12-17
"lubuskie","sulęciński",4,1.14,0,2020-12-16,2020-12-17
"lubuskie","świebodziński",17,3.05,1,2020-12-16,2020-12-17
"lubuskie","zielonogórski",19,2.51,0,2020-12-16,2020-12-17
"lubuskie","żagański",15,1.91,1,2020-12-16,2020-12-17
"lubuskie","żarski",24,2.51,1,2020-12-16,2020-12-17
