"wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","stan_rekordu_na","Date"
"lubuskie","wschowski",8,2.06,0,2020-12-16,2020-12-17
"lubuskie","Gorzów Wielkopolski",33,2.68,0,2020-12-16,2020-12-17
"lubuskie","Zielona Góra",65,4.6,11,2020-12-16,2020-12-17
"łódzkie","bełchatowski",25,2.22,3,2020-12-16,2020-12-17
"łódzkie","kutnowski",30,3.12,0,2020-12-16,2020-12-17
"łódzkie","łaski",8,1.61,1,2020-12-16,2020-12-17
"łódzkie","łęczycki",14,2.82,0,2020-12-16,2020-12-17
"łódzkie","łowicki",16,2.06,0,2020-12-16,2020-12-17
"łódzkie","łódzki wschodni",27,3.73,0,2020-12-16,2020-12-17
"łódzkie","opoczyński",8,1.05,1,2020-12-16,2020-12-17
"łódzkie","pabianicki",68,5.7,0,2020-12-16,2020-12-17
"łódzkie","pajęczański",13,2.55,1,2020-12-16,2020-12-17
"łódzkie","piotrkowski",20,2.19,0,2020-12-16,2020-12-17
"łódzkie","poddębicki",13,3.17,0,2020-12-16,2020-12-17
"łódzkie","radomszczański",19,1.69,6,2020-12-16,2020-12-17
"łódzkie","rawski",4,0.82,0,2020-12-16,2020-12-17
"łódzkie","sieradzki",25,2.13,0,2020-12-16,2020-12-17
"łódzkie","skierniewicki",5,1.31,0,2020-12-16,2020-12-17
"łódzkie","tomaszowski",12,1.03,7,2020-12-16,2020-12-17
"łódzkie","wieluński",35,4.6,1,2020-12-16,2020-12-17
"łódzkie","wieruszowski",8,1.9,0,2020-12-16,2020-12-17
"łódzkie","zduńskowolski",13,1.96,0,2020-12-16,2020-12-17
"łódzkie","zgierski",71,4.27,5,2020-12-16,2020-12-17
"łódzkie","brzeziński",5,1.62,0,2020-12-16,2020-12-17
"łódzkie","Łódź",313,4.62,2,2020-12-16,2020-12-17
"łódzkie","Piotrków Trybunalski",14,1.92,0,2020-12-16,2020-12-17
"łódzkie","Skierniewice",10,2.09,0,2020-12-16,2020-12-17
"małopolskie","bocheński",2,0.19,0,2020-12-16,2020-12-17
"małopolskie","brzeski",5,0.54,0,2020-12-16,2020-12-17
"małopolskie","chrzanowski",19,1.53,1,2020-12-16,2020-12-17
"małopolskie","dąbrowski",4,0.68,0,2020-12-16,2020-12-17
"małopolskie","gorlicki",10,0.92,2,2020-12-16,2020-12-17
"małopolskie","krakowski",38,1.36,2,2020-12-16,2020-12-17
"małopolskie","limanowski",9,0.68,0,2020-12-16,2020-12-17
"małopolskie","miechowski",3,0.62,0,2020-12-16,2020-12-17
"małopolskie","myślenicki",5,0.39,3,2020-12-16,2020-12-17
"małopolskie","nowosądecki",15,0.69,2,2020-12-16,2020-12-17
"małopolskie","nowotarski",1,0.05,3,2020-12-16,2020-12-17
"małopolskie","olkuski",9,0.81,0,2020-12-16,2020-12-17
"małopolskie","oświęcimski",22,1.44,2,2020-12-16,2020-12-17
"małopolskie","proszowicki",1,0.23,0,2020-12-16,2020-12-17
"małopolskie","suski",4,0.48,2,2020-12-16,2020-12-17
"małopolskie","tarnowski",27,1.34,1,2020-12-16,2020-12-17
"małopolskie","tatrzański",3,0.44,0,2020-12-16,2020-12-17
"małopolskie","wadowicki",22,1.38,0,2020-12-16,2020-12-17
"małopolskie","wielicki",13,1,1,2020-12-16,2020-12-17
"małopolskie","Kraków",112,1.43,10,2020-12-16,2020-12-17
"małopolskie","Nowy Sącz",4,0.48,1,2020-12-16,2020-12-17
"małopolskie","Tarnów",20,1.85,2,2020-12-16,2020-12-17
"mazowieckie","białobrzeski",11,3.3,0,2020-12-16,2020-12-17
"mazowieckie","ciechanowski",19,2.13,0,2020-12-16,2020-12-17
"mazowieckie","garwoliński",10,0.92,0,2020-12-16,2020-12-17
"mazowieckie","gostyniński",2,0.45,0,2020-12-16,2020-12-17
"mazowieckie","grodziski",40,4.14,1,2020-12-16,2020-12-17
"mazowieckie","grójecki",35,3.57,0,2020-12-16,2020-12-17
"mazowieckie","kozienicki",4,0.67,1,2020-12-16,2020-12-17
"mazowieckie","legionowski",26,2.18,2,2020-12-16,2020-12-17
"mazowieckie","lipski",5,1.48,1,2020-12-16,2020-12-17
"mazowieckie","łosicki",5,1.63,0,2020-12-16,2020-12-17
"mazowieckie","makowski",12,2.69,1,2020-12-16,2020-12-17
"mazowieckie","miński",35,2.26,4,2020-12-16,2020-12-17
"mazowieckie","mławski",7,0.97,0,2020-12-16,2020-12-17
"mazowieckie","nowodworski",18,2.27,0,2020-12-16,2020-12-17
"mazowieckie","ostrołęcki",9,1.02,0,2020-12-16,2020-12-17
"mazowieckie","ostrowski",14,1.94,3,2020-12-16,2020-12-17
"mazowieckie","otwocki",28,2.25,1,2020-12-16,2020-12-17
"mazowieckie","piaseczyński",35,1.85,2,2020-12-16,2020-12-17
"mazowieckie","płocki",35,3.16,2,2020-12-16,2020-12-17
"mazowieckie","płoński",16,1.84,1,2020-12-16,2020-12-17
"mazowieckie","pruszkowski",29,1.74,4,2020-12-16,2020-12-17
"mazowieckie","przasnyski",19,3.63,0,2020-12-16,2020-12-17
"mazowieckie","przysuski",29,7.01,0,2020-12-16,2020-12-17
"mazowieckie","pułtuski",10,1.93,0,2020-12-16,2020-12-17
"mazowieckie","radomski",17,1.12,0,2020-12-16,2020-12-17
"mazowieckie","siedlecki",8,0.98,1,2020-12-16,2020-12-17
"mazowieckie","sierpecki",8,1.55,1,2020-12-16,2020-12-17
"mazowieckie","sochaczewski",7,0.82,4,2020-12-16,2020-12-17
"mazowieckie","sokołowski",8,1.49,0,2020-12-16,2020-12-17
"mazowieckie","szydłowiecki",3,0.76,0,2020-12-16,2020-12-17
"mazowieckie","warszawski zachodni",50,4.18,2,2020-12-16,2020-12-17
"mazowieckie","węgrowski",12,1.83,1,2020-12-16,2020-12-17
"mazowieckie","wołomiński",41,1.63,2,2020-12-16,2020-12-17
"mazowieckie","wyszkowski",15,2.02,1,2020-12-16,2020-12-17
"mazowieckie","zwoleński",8,2.22,0,2020-12-16,2020-12-17
"mazowieckie","żuromiński",9,2.35,0,2020-12-16,2020-12-17
"mazowieckie","żyrardowski",34,4.5,0,2020-12-16,2020-12-17
"mazowieckie","Ostrołęka",5,0.96,1,2020-12-16,2020-12-17
"mazowieckie","Płock",50,4.2,5,2020-12-16,2020-12-17
"mazowieckie","Radom",50,2.37,2,2020-12-16,2020-12-17
"mazowieckie","Siedlce",17,2.17,0,2020-12-16,2020-12-17
"mazowieckie","Warszawa",527,2.94,18,2020-12-16,2020-12-17
"opolskie","brzeski",25,2.79,0,2020-12-16,2020-12-17
"opolskie","głubczycki",31,6.84,2,2020-12-16,2020-12-17
"opolskie","kędzierzyńsko-kozielski",23,2.46,1,2020-12-16,2020-12-17
"opolskie","kluczborski",19,2.91,1,2020-12-16,2020-12-17
"opolskie","krapkowicki",12,1.89,0,2020-12-16,2020-12-17
"opolskie","namysłowski",13,3.05,0,2020-12-16,2020-12-17
"opolskie","nyski",27,1.99,0,2020-12-16,2020-12-17
"opolskie","oleski",16,2.49,2,2020-12-16,2020-12-17
"opolskie","opolski",23,1.86,5,2020-12-16,2020-12-17
"opolskie","prudnicki",3,0.54,0,2020-12-16,2020-12-17
"opolskie","strzelecki",19,2.56,0,2020-12-16,2020-12-17
"opolskie","Opole",42,3.28,4,2020-12-16,2020-12-17
"podkarpackie","bieszczadzki",7,3.24,0,2020-12-16,2020-12-17
"podkarpackie","brzozowski",5,0.76,0,2020-12-16,2020-12-17
"podkarpackie","dębicki",12,0.89,1,2020-12-16,2020-12-17
"podkarpackie","jarosławski",11,0.92,0,2020-12-16,2020-12-17
"podkarpackie","jasielski",12,1.06,1,2020-12-16,2020-12-17
"podkarpackie","kolbuszowski",1,0.16,0,2020-12-16,2020-12-17
"podkarpackie","krośnieński",7,0.62,0,2020-12-16,2020-12-17
"podkarpackie","leżajski",12,1.73,0,2020-12-16,2020-12-17
"podkarpackie","lubaczowski",8,1.46,0,2020-12-16,2020-12-17
"podkarpackie","łańcucki",20,2.46,4,2020-12-16,2020-12-17
"podkarpackie","mielecki",10,0.73,2,2020-12-16,2020-12-17
"podkarpackie","niżański",13,1.96,0,2020-12-16,2020-12-17
"podkarpackie","przemyski",9,1.22,1,2020-12-16,2020-12-17
"podkarpackie","przeworski",4,0.51,0,2020-12-16,2020-12-17
"podkarpackie","ropczycko-sędziszowski",3,0.4,1,2020-12-16,2020-12-17
"podkarpackie","rzeszowski",21,1.24,1,2020-12-16,2020-12-17
"podkarpackie","sanocki",17,1.81,1,2020-12-16,2020-12-17
"podkarpackie","stalowowolski",29,2.74,0,2020-12-16,2020-12-17
"podkarpackie","strzyżowski",13,2.12,1,2020-12-16,2020-12-17
"podkarpackie","tarnobrzeski",9,1.7,0,2020-12-16,2020-12-17
"podkarpackie","leski",7,2.65,0,2020-12-16,2020-12-17
"podkarpackie","Krosno",6,1.3,1,2020-12-16,2020-12-17
"podkarpackie","Przemyśl",16,2.65,0,2020-12-16,2020-12-17
"podkarpackie","Rzeszów",33,1.68,2,2020-12-16,2020-12-17
"podkarpackie","Tarnobrzeg",6,1.29,0,2020-12-16,2020-12-17
"podlaskie","augustowski",2,0.35,1,2020-12-16,2020-12-17
"podlaskie","białostocki",35,2.33,1,2020-12-16,2020-12-17
"podlaskie","bielski",11,2.03,1,2020-12-16,2020-12-17
"podlaskie","grajewski",3,0.64,0,2020-12-16,2020-12-17
"podlaskie","hajnowski",15,3.55,0,2020-12-16,2020-12-17
"podlaskie","kolneński",5,1.32,0,2020-12-16,2020-12-17
"podlaskie","łomżyński",5,0.98,0,2020-12-16,2020-12-17
"podlaskie","moniecki",4,0.99,3,2020-12-16,2020-12-17
"podlaskie","sejneński",3,1.51,0,2020-12-16,2020-12-17
"podlaskie","siemiatycki",11,2.51,0,2020-12-16,2020-12-17
"podlaskie","sokólski",20,3.02,1,2020-12-16,2020-12-17
"podlaskie","suwalski",0,0,1,2020-12-16,2020-12-17
"podlaskie","wysokomazowiecki",3,0.53,1,2020-12-16,2020-12-17
"podlaskie","zambrowski",12,2.77,0,2020-12-16,2020-12-17
"podlaskie","Białystok",69,2.32,0,2020-12-16,2020-12-17
"podlaskie","Łomża",22,3.5,1,2020-12-16,2020-12-17
"podlaskie","Suwałki",10,1.43,0,2020-12-16,2020-12-17
"pomorskie","bytowski",26,3.29,1,2020-12-16,2020-12-17
"pomorskie","chojnicki",23,2.35,1,2020-12-16,2020-12-17
"pomorskie","człuchowski",43,7.69,4,2020-12-16,2020-12-17
"pomorskie","gdański",61,5.11,0,2020-12-16,2020-12-17
"pomorskie","kartuski",25,1.78,0,2020-12-16,2020-12-17
"pomorskie","kościerski",19,2.61,4,2020-12-16,2020-12-17
"pomorskie","kwidzyński",26,3.13,1,2020-12-16,2020-12-17
"pomorskie","lęborski",14,2.12,0,2020-12-16,2020-12-17
"pomorskie","malborski",20,3.15,0,2020-12-16,2020-12-17
"pomorskie","nowodworski",14,3.95,0,2020-12-16,2020-12-17
"pomorskie","pucki",47,5.39,1,2020-12-16,2020-12-17
"pomorskie","słupski",32,3.24,1,2020-12-16,2020-12-17
"pomorskie","starogardzki",59,4.6,1,2020-12-16,2020-12-17
"pomorskie","tczewski",48,4.15,1,2020-12-16,2020-12-17
"pomorskie","wejherowski",87,3.98,2,2020-12-16,2020-12-17
"pomorskie","sztumski",19,4.62,1,2020-12-16,2020-12-17
"pomorskie","Gdańsk",242,5.13,2,2020-12-16,2020-12-17
"pomorskie","Gdynia",118,4.8,2,2020-12-16,2020-12-17
"pomorskie","Słupsk",31,3.43,0,2020-12-16,2020-12-17
"pomorskie","Sopot",5,1.41,0,2020-12-16,2020-12-17
"śląskie","będziński",29,1.96,0,2020-12-16,2020-12-17
"śląskie","bielski",39,2.35,3,2020-12-16,2020-12-17
"śląskie","cieszyński",34,1.91,3,2020-12-16,2020-12-17
"śląskie","częstochowski",24,1.79,0,2020-12-16,2020-12-17
"śląskie","gliwicki",37,3.2,0,2020-12-16,2020-12-17
"śląskie","kłobucki",6,0.71,0,2020-12-16,2020-12-17
"śląskie","lubliniecki",16,2.1,1,2020-12-16,2020-12-17
"śląskie","mikołowski",29,2.92,1,2020-12-16,2020-12-17
"śląskie","myszkowski",8,1.13,1,2020-12-16,2020-12-17
"śląskie","pszczyński",9,0.81,0,2020-12-16,2020-12-17
"śląskie","raciborski",18,1.67,2,2020-12-16,2020-12-17
"śląskie","rybnicki",63,8.05,0,2020-12-16,2020-12-17
"śląskie","tarnogórski",29,2.06,2,2020-12-16,2020-12-17
"śląskie","bieruńsko-lędziński",9,1.5,1,2020-12-16,2020-12-17
"śląskie","wodzisławski",13,0.83,1,2020-12-16,2020-12-17
"śląskie","zawierciański",25,2.13,1,2020-12-16,2020-12-17
"śląskie","żywiecki",11,0.72,1,2020-12-16,2020-12-17
"śląskie","Bielsko-Biała",36,2.11,0,2020-12-16,2020-12-17
"śląskie","Bytom",23,1.4,1,2020-12-16,2020-12-17
"śląskie","Chorzów",22,2.05,2,2020-12-16,2020-12-17
"śląskie","Częstochowa",38,1.73,0,2020-12-16,2020-12-17
"śląskie","Dąbrowa Górnicza",31,2.61,0,2020-12-16,2020-12-17
"śląskie","Gliwice",47,2.64,2,2020-12-16,2020-12-17
"śląskie","Jastrzębie-Zdrój",17,1.92,0,2020-12-16,2020-12-17
"śląskie","Jaworzno",30,3.31,0,2020-12-16,2020-12-17
"śląskie","Katowice",60,2.06,1,2020-12-16,2020-12-17
"śląskie","Mysłowice",9,1.21,0,2020-12-16,2020-12-17
"śląskie","Piekary Śląskie",17,3.1,0,2020-12-16,2020-12-17
"śląskie","Ruda Śląska",27,1.97,0,2020-12-16,2020-12-17
"śląskie","Rybnik",27,1.96,1,2020-12-16,2020-12-17
"śląskie","Siemianowice Śląskie",11,1.65,0,2020-12-16,2020-12-17
"śląskie","Sosnowiec",62,3.12,0,2020-12-16,2020-12-17
"śląskie","Świętochłowice",11,2.23,0,2020-12-16,2020-12-17
"śląskie","Tychy",54,4.24,1,2020-12-16,2020-12-17
"śląskie","Zabrze",38,2.21,0,2020-12-16,2020-12-17
"śląskie","Żory",15,2.39,2,2020-12-16,2020-12-17
"świętokrzyskie","buski",6,0.84,2,2020-12-16,2020-12-17
"świętokrzyskie","jędrzejowski",9,1.06,0,2020-12-16,2020-12-17
"świętokrzyskie","kazimierski",5,1.49,0,2020-12-16,2020-12-17
"świętokrzyskie","kielecki",29,1.37,0,2020-12-16,2020-12-17
"świętokrzyskie","konecki",40,5.03,3,2020-12-16,2020-12-17
"świętokrzyskie","opatowski",11,2.12,0,2020-12-16,2020-12-17
"świętokrzyskie","ostrowiecki",24,2.21,1,2020-12-16,2020-12-17
"świętokrzyskie","pińczowski",8,2.07,0,2020-12-16,2020-12-17
"świętokrzyskie","sandomierski",23,3,0,2020-12-16,2020-12-17
"świętokrzyskie","skarżyski",9,1.22,3,2020-12-16,2020-12-17
"świętokrzyskie","starachowicki",26,2.92,1,2020-12-16,2020-12-17
"świętokrzyskie","staszowski",7,0.98,1,2020-12-16,2020-12-17
"świętokrzyskie","włoszczowski",4,0.89,0,2020-12-16,2020-12-17
"świętokrzyskie","Kielce",32,1.65,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","bartoszycki",44,7.73,5,2020-12-16,2020-12-17
"warmińsko-mazurskie","braniewski",16,3.91,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","działdowski",38,5.85,1,2020-12-16,2020-12-17
"warmińsko-mazurskie","elbląski",53,9.29,2,2020-12-16,2020-12-17
"warmińsko-mazurskie","ełcki",25,2.73,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","giżycki",51,9.03,1,2020-12-16,2020-12-17
"warmińsko-mazurskie","iławski",46,4.96,2,2020-12-16,2020-12-17
"warmińsko-mazurskie","kętrzyński",26,4.19,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","lidzbarski",15,3.66,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","mrągowski",14,2.82,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","nidzicki",6,1.83,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","nowomiejski",31,7.08,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","olecki",8,2.35,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","olsztyński",116,9.12,1,2020-12-16,2020-12-17
"warmińsko-mazurskie","ostródzki",77,7.41,2,2020-12-16,2020-12-17
"warmińsko-mazurskie","piski",12,2.14,0,2020-12-16,2020-12-17
"warmińsko-mazurskie","szczycieński",69,9.96,1,2020-12-16,2020-12-17
"warmińsko-mazurskie","gołdapski",6,2.25,1,2020-12-16,2020-12-17
"warmińsko-mazurskie","węgorzewski",46,20.39,2,2020-12-16,2020-12-17
"warmińsko-mazurskie","Elbląg",89,7.47,2,2020-12-16,2020-12-17
"warmińsko-mazurskie","Olsztyn",156,9.08,7,2020-12-16,2020-12-17
"wielkopolskie","chodzieski",27,5.75,0,2020-12-16,2020-12-17
"wielkopolskie","czarnkowsko-trzcianecki",68,7.83,3,2020-12-16,2020-12-17
"wielkopolskie","gnieźnieński",81,5.57,2,2020-12-16,2020-12-17
"wielkopolskie","gostyński",4,0.53,0,2020-12-16,2020-12-17
"wielkopolskie","grodziski",12,2.31,2,2020-12-16,2020-12-17
"wielkopolskie","jarociński",19,2.66,2,2020-12-16,2020-12-17
"wielkopolskie","kaliski",20,2.41,1,2020-12-16,2020-12-17
"wielkopolskie","kępiński",18,3.19,0,2020-12-16,2020-12-17
"wielkopolskie","kolski",9,1.04,1,2020-12-16,2020-12-17
"wielkopolskie","koniński",41,3.15,2,2020-12-16,2020-12-17
"wielkopolskie","kościański",23,2.91,1,2020-12-16,2020-12-17
"wielkopolskie","krotoszyński",21,2.72,0,2020-12-16,2020-12-17
"wielkopolskie","leszczyński",19,3.3,1,2020-12-16,2020-12-17
"wielkopolskie","międzychodzki",26,7.09,1,2020-12-16,2020-12-17
"wielkopolskie","nowotomyski",35,4.63,1,2020-12-16,2020-12-17
"wielkopolskie","obornicki",30,5.01,0,2020-12-16,2020-12-17
"wielkopolskie","ostrowski",38,2.35,0,2020-12-16,2020-12-17
"wielkopolskie","ostrzeszowski",41,7.4,4,2020-12-16,2020-12-17
"wielkopolskie","pilski",94,6.92,2,2020-12-16,2020-12-17
"wielkopolskie","pleszewski",14,2.22,2,2020-12-16,2020-12-17
"wielkopolskie","poznański",212,5.26,3,2020-12-16,2020-12-17
"wielkopolskie","rawicki",16,2.66,1,2020-12-16,2020-12-17
"wielkopolskie","słupecki",52,8.81,1,2020-12-16,2020-12-17
"wielkopolskie","szamotulski",45,4.91,4,2020-12-16,2020-12-17
"wielkopolskie","średzki",2,0.34,2,2020-12-16,2020-12-17
"wielkopolskie","śremski",15,2.44,0,2020-12-16,2020-12-17
"wielkopolskie","turecki",24,2.86,1,2020-12-16,2020-12-17
"wielkopolskie","wągrowiecki",16,2.28,1,2020-12-16,2020-12-17
"wielkopolskie","wolsztyński",10,1.74,2,2020-12-16,2020-12-17
"wielkopolskie","wrzesiński",49,6.27,1,2020-12-16,2020-12-17
"wielkopolskie","złotowski",54,7.79,1,2020-12-16,2020-12-17
"wielkopolskie","Kalisz",34,3.41,0,2020-12-16,2020-12-17
"wielkopolskie","Konin",30,4.1,0,2020-12-16,2020-12-17
"wielkopolskie","Leszno",32,5.05,3,2020-12-16,2020-12-17
"wielkopolskie","Poznań",336,6.29,6,2020-12-16,2020-12-17
"zachodniopomorskie","białogardzki",54,11.38,4,2020-12-16,2020-12-17
"zachodniopomorskie","choszczeński",31,6.45,1,2020-12-16,2020-12-17
"zachodniopomorskie","drawski",26,4.57,0,2020-12-16,2020-12-17
"zachodniopomorskie","goleniowski",46,5.58,0,2020-12-16,2020-12-17
"zachodniopomorskie","gryficki",35,5.83,1,2020-12-16,2020-12-17
"zachodniopomorskie","gryfiński",44,5.39,3,2020-12-16,2020-12-17
"zachodniopomorskie","kamieński",24,5.12,2,2020-12-16,2020-12-17
"zachodniopomorskie","kołobrzeski",61,7.68,1,2020-12-16,2020-12-17
"zachodniopomorskie","koszaliński",31,4.66,0,2020-12-16,2020-12-17
"zachodniopomorskie","myśliborski",37,5.66,0,2020-12-16,2020-12-17
"zachodniopomorskie","policki",76,9.36,0,2020-12-16,2020-12-17
"zachodniopomorskie","pyrzycki",16,4.08,0,2020-12-16,2020-12-17
"zachodniopomorskie","sławieński",6,1.07,0,2020-12-16,2020-12-17
"zachodniopomorskie","stargardzki",69,5.74,2,2020-12-16,2020-12-17
"zachodniopomorskie","szczecinecki",71,9.17,0,2020-12-16,2020-12-17
"zachodniopomorskie","świdwiński",13,2.79,0,2020-12-16,2020-12-17
"zachodniopomorskie","wałecki",43,8.12,1,2020-12-16,2020-12-17
"zachodniopomorskie","łobeski",29,7.94,0,2020-12-16,2020-12-17
"zachodniopomorskie","Koszalin",57,5.33,0,2020-12-16,2020-12-17
"zachodniopomorskie","Szczecin",337,8.4,2,2020-12-16,2020-12-17
"zachodniopomorskie","Świnoujście",26,6.36,0,2020-12-16,2020-12-17
"Cały kraj","Cały kraj",10992,2.87,426,2020-12-17,2020-12-18
"dolnośląskie","bolesławiecki",23,2.55,2,2020-12-17,2020-12-18
"dolnośląskie","dzierżoniowski",7,0.7,1,2020-12-17,2020-12-18
"dolnośląskie","głogowski",12,1.35,0,2020-12-17,2020-12-18
"dolnośląskie","górowski",9,2.59,0,2020-12-17,2020-12-18
"dolnośląskie","jaworski",16,3.2,4,2020-12-17,2020-12-18
"dolnośląskie","jeleniogórski",13,2.05,0,2020-12-17,2020-12-18
"dolnośląskie","kamiennogórski",8,1.86,0,2020-12-17,2020-12-18
"dolnośląskie","kłodzki",14,0.89,0,2020-12-17,2020-12-18
"dolnośląskie","legnicki",2,0.36,0,2020-12-17,2020-12-18
"dolnośląskie","lubański",10,1.85,0,2020-12-17,2020-12-18
"dolnośląskie","lubiński",61,5.75,1,2020-12-17,2020-12-18
"dolnośląskie","lwówecki",6,1.31,0,2020-12-17,2020-12-18
"dolnośląskie","milicki",5,1.35,0,2020-12-17,2020-12-18
"dolnośląskie","oleśnicki",33,3.07,0,2020-12-17,2020-12-18
"dolnośląskie","oławski",20,2.6,2,2020-12-17,2020-12-18
"dolnośląskie","polkowicki",9,1.43,0,2020-12-17,2020-12-18
"dolnośląskie","strzeliński",13,2.99,0,2020-12-17,2020-12-18
"dolnośląskie","średzki",16,2.89,0,2020-12-17,2020-12-18
"dolnośląskie","świdnicki",36,2.3,4,2020-12-17,2020-12-18
"dolnośląskie","trzebnicki",22,2.58,0,2020-12-17,2020-12-18
"dolnośląskie","wałbrzyski",13,2.35,0,2020-12-17,2020-12-18
"dolnośląskie","wołowski",11,2.35,0,2020-12-17,2020-12-18
"dolnośląskie","wrocławski",45,2.92,2,2020-12-17,2020-12-18
"dolnośląskie","ząbkowicki",9,1.4,1,2020-12-17,2020-12-18
"dolnośląskie","zgorzelecki",29,3.27,7,2020-12-17,2020-12-18
"dolnośląskie","złotoryjski",7,1.62,0,2020-12-17,2020-12-18
"dolnośląskie","Jelenia Góra",30,3.81,1,2020-12-17,2020-12-18
"dolnośląskie","Legnica",18,1.82,0,2020-12-17,2020-12-18
"dolnośląskie","Wrocław",158,2.45,6,2020-12-17,2020-12-18
"dolnośląskie","Wałbrzych",29,2.62,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","aleksandrowski",10,1.82,3,2020-12-17,2020-12-18
"kujawsko-pomorskie","brodnicki",18,2.27,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","bydgoski",73,6.11,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","chełmiński",19,3.67,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","golubsko-dobrzyński",13,2.89,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","grudziądzki",33,8.21,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","inowrocławski",55,3.45,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","lipnowski",12,1.83,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","mogileński",12,2.64,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","nakielski",76,8.81,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","radziejowski",20,4.97,2,2020-12-17,2020-12-18
"kujawsko-pomorskie","rypiński",5,1.15,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","sępoleński",24,5.86,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","świecki",40,4.04,4,2020-12-17,2020-12-18
"kujawsko-pomorskie","toruński",90,8.26,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","tucholski",33,6.83,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","wąbrzeski",15,4.4,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","włocławski",36,4.19,1,2020-12-17,2020-12-18
"kujawsko-pomorskie","żniński",27,3.85,2,2020-12-17,2020-12-18
"kujawsko-pomorskie","Bydgoszcz",199,5.74,2,2020-12-17,2020-12-18
"kujawsko-pomorskie","Grudziądz",69,7.33,0,2020-12-17,2020-12-18
"kujawsko-pomorskie","Toruń",126,6.27,3,2020-12-17,2020-12-18
"kujawsko-pomorskie","Włocławek",50,4.57,1,2020-12-17,2020-12-18
"lubelskie","bialski",20,1.81,1,2020-12-17,2020-12-18
"lubelskie","biłgorajski",9,0.89,0,2020-12-17,2020-12-18
"lubelskie","chełmski",18,2.32,1,2020-12-17,2020-12-18
"lubelskie","hrubieszowski",17,2.72,0,2020-12-17,2020-12-18
"lubelskie","janowski",5,1.1,0,2020-12-17,2020-12-18
"lubelskie","krasnostawski",25,3.97,2,2020-12-17,2020-12-18
"lubelskie","kraśnicki",21,2.21,0,2020-12-17,2020-12-18
"lubelskie","lubartowski",13,1.47,0,2020-12-17,2020-12-18
"lubelskie","lubelski",45,2.88,0,2020-12-17,2020-12-18
"lubelskie","łęczyński",13,2.27,1,2020-12-17,2020-12-18
"lubelskie","łukowski",1,0.09,0,2020-12-17,2020-12-18
"lubelskie","opolski",14,2.37,0,2020-12-17,2020-12-18
"lubelskie","parczewski",7,2.02,0,2020-12-17,2020-12-18
"lubelskie","puławski",60,5.32,0,2020-12-17,2020-12-18
"lubelskie","radzyński",8,1.37,0,2020-12-17,2020-12-18
"lubelskie","rycki",8,1.43,0,2020-12-17,2020-12-18
"lubelskie","świdnicki",46,6.41,0,2020-12-17,2020-12-18
"lubelskie","tomaszowski",8,0.97,1,2020-12-17,2020-12-18
"lubelskie","włodawski",5,1.31,0,2020-12-17,2020-12-18
"lubelskie","zamojski",18,1.7,2,2020-12-17,2020-12-18
"lubelskie","Biała Podlaska",12,2.1,1,2020-12-17,2020-12-18
